ID	adj.P.Val	P.Value	F	GI	Gene.symbol	Gene.title	Gene.ID
ILMN_3160568	0.999988	7.41e-01	0.3025807	NA			
ILMN_3021272	0.999988	7.41e-01	0.3022584	226371683	Adar	adenosine deaminase, RNA-specific	56417
ILMN_3045869	0.999988	7.42e-01	0.3022126	111494241	Espn	espin	56226
ILMN_1216007	0.999988	7.42e-01	0.3021503	141802530	Ndufa5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5	68202
ILMN_2993944	0.999988	7.42e-01	0.3020795	158853993	Lipt1	lipoyltransferase 1	623661
ILMN_1229238	0.999988	7.42e-01	0.3020737	954788165	Mtch2	mitochondrial carrier 2	56428
ILMN_2905859	0.999988	7.42e-01	0.3020497	142365492	Nat6	N-acetyltransferase 6	56441
ILMN_2913326	0.999988	7.42e-01	0.3020034	70909368	Mis18a	MIS18 kinetochore protein A	66578
ILMN_1216539	0.999988	7.42e-01	0.3019443	210147491	Nat8	N-acetyltransferase 8 (GCN5-related)	68396
ILMN_2876775	0.999988	7.42e-01	0.301755	52421793	Pcbd2	pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	72562
ILMN_1242053	0.999988	7.42e-01	0.3016239	142359530	Ppp6c	protein phosphatase 6, catalytic subunit	67857
ILMN_2716511	0.999988	7.42e-01	0.3013871	156766069	Slc12a6	solute carrier family 12, member 6	107723
ILMN_3135801	0.999988	7.42e-01	0.3013479	141801956	Tmem237	transmembrane protein 237	381259
ILMN_2698288	0.999988	7.42e-01	0.3012451	162135965	Cobl	cordon-bleu WH2 repeat	12808
ILMN_1241970	0.999988	7.42e-01	0.3009947	133778942	Zpr1	ZPR1 zinc finger	22687
ILMN_1222821	0.999988	7.42e-01	0.3009189	119508430	Rogdi	rogdi homolog	66049
ILMN_2664548	0.999988	7.43e-01	0.3007494	146134913	Pgls	6-phosphogluconolactonase	66171
ILMN_2694964	0.999988	7.43e-01	0.3007116	169234754	Hook3	hook microtubule tethering protein 3	320191
ILMN_1255063	0.999988	7.43e-01	0.3005395	255003772	Ece1	endothelin converting enzyme 1	230857
ILMN_1251595	0.999988	7.43e-01	0.2999266	148287016	Bhlhb9	basic helix-loop-helix domain containing, class B9	70237
ILMN_2787844	0.999988	7.43e-01	0.2998564	213385300	Serinc3	serine incorporator 3	26943
ILMN_2687372	0.999988	7.43e-01	0.2997994	47271517	Hectd3	HECT domain containing 3	76608
ILMN_1212612	0.999988	7.43e-01	0.2997475	46560586	Rcan2	regulator of calcineurin 2	53901
ILMN_2700885	0.999988	7.43e-01	0.2996653	118130555	Rgn	regucalcin	19733
ILMN_2649955	0.999988	7.43e-01	0.2995499	359385731	Tarbp2	TARBP2, RISC loading complex RNA binding subunit	21357
ILMN_2715328	0.999988	7.44e-01	0.2993371	114158698	Rasa2	RAS p21 protein activator 2	114713
ILMN_3163159	0.999988	7.44e-01	0.2991953	84579905	Gng5	guanine nucleotide binding protein (G protein), gamma 5	14707
ILMN_1224368	0.999988	7.44e-01	0.2989592	6680344	Idh3g	isocitrate dehydrogenase 3 (NAD+), gamma	15929
ILMN_2805631	0.999988	7.44e-01	0.2989033	110625964	Mrgbp	MRG/MORF4L binding protein	73247
ILMN_2818895	0.999988	7.44e-01	0.2988626	597955321	Gss	glutathione synthetase	14854
ILMN_3007072	0.999988	7.44e-01	0.298784	146149131	Tpm1	tropomyosin 1, alpha	22003
ILMN_2804702	0.999988	7.44e-01	0.2987654	158749568	Zfp280b	zinc finger protein 280B	64453
ILMN_1249767	0.999988	7.44e-01	0.2985133	215490000	Thbd	thrombomodulin	21824
ILMN_2959291	0.999988	7.44e-01	0.2984127	226874854	Upp1	uridine phosphorylase 1	22271
ILMN_1240770	0.999988	7.44e-01	0.2983599	313151220	Acly	ATP citrate lyase	104112
ILMN_1223097	0.999988	7.44e-01	0.2982909	7657030	Nt5c	5',3'-nucleotidase, cytosolic	50773
ILMN_2644477	0.999988	7.44e-01	0.2982709	142387831	Mfsd3	major facilitator superfamily domain containing 3	69572
ILMN_2591782	0.999988	7.44e-01	0.2981692	66932950	Abcb10	ATP-binding cassette, sub-family B (MDR/TAP), member 10	56199
ILMN_2980663	0.999988	7.45e-01	0.2980759	145966713	Aqp1	aquaporin 1	11826
ILMN_1251371	0.999988	7.45e-01	0.2980306	61316403	Odf3b	outer dense fiber of sperm tails 3B	70113
ILMN_2713763	0.999988	7.45e-01	0.2980291	118131105	Neu3	neuraminidase 3	50877
ILMN_1229964	0.999988	7.45e-01	0.2980227	357527380	Gstz1	glutathione transferase zeta 1 (maleylacetoacetate isomerase)	14874
ILMN_1239185	0.999988	7.45e-01	0.2980077	31982657	Erp29	endoplasmic reticulum protein 29	67397
ILMN_1253804	0.999988	7.45e-01	0.2979978	38016153	Nup50	nucleoporin 50	18141
ILMN_1228359	0.999988	7.45e-01	0.2979139	254028184	Rit1	Ras-like without CAAX 1	19769
ILMN_2965903	0.999988	7.45e-01	0.2978328	550544182	Hdc	histidine decarboxylase	15186
ILMN_2942588	0.999988	7.45e-01	0.2977872	225543567	Yeats2	YEATS domain containing 2	208146
ILMN_2598451	0.999988	7.45e-01	0.2975496	21704003	Rabif	RAB interacting factor	98710
ILMN_2992541	0.999988	7.45e-01	0.2975126	146134951	Ergic3	ERGIC and golgi 3	66366
ILMN_2637639	0.999988	7.45e-01	0.2972954	115270974	Rps3	ribosomal protein S3	27050
ILMN_1249624	0.999988	7.45e-01	0.2972742	46877061	Ftsj1	FtsJ RNA methyltransferase homolog 1 (E. coli)	54632
ILMN_3159131	0.999988	7.45e-01	0.2972105	147902914	Cyp2a5	cytochrome P450, family 2, subfamily a, polypeptide 5	13087
ILMN_2654554	0.999988	7.45e-01	0.2969226	229577207	Fgl2	fibrinogen-like protein 2	14190
ILMN_2949632	0.999988	7.45e-01	0.2969092	227116344	Psmb2	proteasome (prosome, macropain) subunit, beta type 2	26445
ILMN_2937596	0.999988	7.45e-01	0.2968267	558611359	Ngf	nerve growth factor	18049
ILMN_1217700	0.999988	7.45e-01	0.2968255	160333599	Fbxo38	F-box protein 38	107035
ILMN_2677332	0.999988	7.46e-01	0.2966785	70887766	Hic2	hypermethylated in cancer 2	58180
ILMN_2479359	0.999988	7.46e-01	0.2963375	84697033	Tmod3	tropomodulin 3	50875
ILMN_1250201	0.999988	7.46e-01	0.2963206	325995129	Fndc10	fibronectin type III domain containing 10	230991
ILMN_1254333	0.999988	7.46e-01	0.296263	31980797	Nxf1	nuclear RNA export factor 1	53319
ILMN_3055531	0.999988	7.46e-01	0.2962532	124286861	Med13	mediator complex subunit 13	327987
ILMN_2771087	0.999988	7.46e-01	0.2962322	882938977	Fam126a	family with sequence similarity 126, member A	84652
ILMN_2915716	0.999988	7.46e-01	0.2958136	153792437	0610040J01Rik	RIKEN cDNA 0610040J01 gene	76261
ILMN_2669146	0.999988	7.46e-01	0.2957797	451172079	Synrg	synergin, gamma	217030
ILMN_1216405	0.999988	7.46e-01	0.2957148	124430765	Uhrf2	ubiquitin-like, containing PHD and RING finger domains 2	109113
ILMN_2986978	0.999988	7.46e-01	0.2956804	171543834	Smo	smoothened, frizzled class receptor	319757
ILMN_2676294	0.999988	7.46e-01	0.2955993	141802674	Dnph1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	381101
ILMN_1248415	0.999988	7.46e-01	0.2955213	87044904	Tgoln1	trans-golgi network protein	22134
ILMN_2845849	0.999988	7.46e-01	0.2954776	71067118	Xpr1	xenotropic and polytropic retrovirus receptor 1	19775
ILMN_1249426	0.999988	7.47e-01	0.295235	49355821	Socs4	suppressor of cytokine signaling 4	67296
ILMN_2451470	0.999988	7.47e-01	0.2951318	594591625	Vps54	VPS54 GARP complex subunit	245944
ILMN_1225602	0.999988	7.47e-01	0.2951095	113930760	S100a1	S100 calcium binding protein A1	20193
ILMN_2707865	0.999988	7.47e-01	0.2949206	285402707	Epsti1	epithelial stromal interaction 1 (breast)	108670
ILMN_2930067	0.999988	7.47e-01	0.2948254	256542308	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	224045
ILMN_2930660	0.999988	7.47e-01	0.2948143	38348583	BC061237	cDNA sequence BC061237	385138
ILMN_1238398	0.999988	7.47e-01	0.2947815	141801807	Tex10	testis expressed gene 10	269536
ILMN_1259048	0.999988	7.47e-01	0.2946232	170172547	Ube2q1	ubiquitin-conjugating enzyme E2Q family member 1	70093
ILMN_2727992	0.999988	7.47e-01	0.2944989	141803237	Mrpl42	mitochondrial ribosomal protein L42	67270
ILMN_2815802	0.999988	7.47e-01	0.2943592	357527364	Lrsam1	leucine rich repeat and sterile alpha motif containing 1	227738
ILMN_2971816	0.999988	7.47e-01	0.294284	31560403	Gltp	glycolipid transfer protein	56356
ILMN_2471045	0.999988	7.47e-01	0.2942517	255308862	Wdr4	WD repeat domain 4	57773
ILMN_2806851	0.999988	7.47e-01	0.294227	530677996	Pdcd10	programmed cell death 10	56426
ILMN_2647835	0.999988	7.47e-01	0.2942042	116014344	Bsg	basigin	12215
ILMN_3003335	0.999988	7.47e-01	0.2940837	61742805	Gcc2	GRIP and coiled-coil domain containing 2	70297
ILMN_2757582	0.999988	7.47e-01	0.2940821	145301633	Ltbr	lymphotoxin B receptor	17000
ILMN_1245115	0.999988	7.48e-01	0.2939774	NA			
ILMN_1216522	0.999988	7.48e-01	0.2937147	255759917	Nfatc1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	18018
ILMN_3155915	0.999988	7.48e-01	0.2936153	552953735	Dapk1	death associated protein kinase 1	69635
ILMN_1237621	0.999988	7.48e-01	0.2935688	40538841	Pde12	phosphodiesterase 12	211948
ILMN_2642349	0.999988	7.48e-01	0.293075	113680129	Slc7a2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	11988
ILMN_2710802	0.999988	7.48e-01	0.2927142	21450188	Rhbdl1	rhomboid, veinlet-like 1 (Drosophila)	214951
ILMN_2804636	0.999988	7.48e-01	0.2927101	253314457	Phax	phosphorylated adaptor for RNA export	56698
ILMN_2886468	0.999988	7.49e-01	0.2924512	254910933	Fbxo46	F-box protein 46	243867
ILMN_2637630	0.999988	7.49e-01	0.2923935	158533988	Ginm1	glycoprotein integral membrane 1	215751
ILMN_2851455	0.999988	7.49e-01	0.2923783	62510084	Trp53rka	transformation related protein 53 regulating kinase A	381406
ILMN_2780876	0.999988	7.49e-01	0.2923327	293629308	Gpr137	G protein-coupled receptor 137	107173
ILMN_2731760	0.999988	7.49e-01	0.292302	255069755	Myo1f	myosin IF	17916
ILMN_2636803	0.999988	7.49e-01	0.2920927	146141114	Acyp2	acylphosphatase 2, muscle type	75572
ILMN_2718349	0.999988	7.49e-01	0.2920054	126722756	Pisd	phosphatidylserine decarboxylase	320951
ILMN_1238058	0.999988	7.49e-01	0.2919836	225543272	Map7d1	MAP7 domain containing 1	245877
ILMN_2929723	0.999988	7.49e-01	0.2916721	148276995	Zfp64	zinc finger protein 64	22722
ILMN_2894040	0.999988	7.49e-01	0.2916226	22122372	Sde2	SDE2 telomere maintenance homolog (S. pombe)	208768
ILMN_2815479	0.999988	7.49e-01	0.2915374	142347618	L3mbtl3	l(3)mbt-like 3 (Drosophila)	237339
ILMN_2639805	0.999988	7.49e-01	0.2915084	356582486	Ogdh	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	18293
ILMN_1218104	0.999988	7.49e-01	0.2915036	21536261	Mettl13	methyltransferase like 13	71449
ILMN_2635871	0.999988	7.50e-01	0.2910364	167830468	Abhd18	abhydrolase domain containing 18	269423
ILMN_1215822	0.999988	7.50e-01	0.2907049	285401616	1700001C19Rik	RIKEN cDNA 1700001C19 gene	75462
ILMN_1249986	0.999988	7.50e-01	0.2905322	141801804	Gemin7	gem (nuclear organelle) associated protein 7	69731
ILMN_3160897	0.999988	7.50e-01	0.2905113	72384360	Gsk3a	glycogen synthase kinase 3 alpha	606496
ILMN_2699624	0.999988	7.50e-01	0.2902185	269996017	Knop1	lysine rich nucleolar protein 1	66356
ILMN_2591381	0.999988	7.51e-01	0.289862	226958352	Ppm1b	protein phosphatase 1B, magnesium dependent, beta isoform	19043
ILMN_1219169	0.999988	7.51e-01	0.2895912	90403593	Gfer	growth factor, erv1 (S. cerevisiae)-like (augmenter of liver regeneration)	11692
ILMN_2928320	0.999988	7.51e-01	0.2895136	141802838	Atp6v0d1	ATPase, H+ transporting, lysosomal V0 subunit D1	11972
ILMN_1227773	0.999988	7.51e-01	0.2894847	146198816	Lsm12	LSM12 homolog	268490
ILMN_1227120	0.999988	7.51e-01	0.2893825	161086991	Zfp709	zinc finger protein 709	236193
ILMN_2714534	0.999988	7.51e-01	0.2890445	142372689	Map2k1	mitogen-activated protein kinase kinase 1	26395
ILMN_2972232	0.999988	7.51e-01	0.2889345	225543351	Fbxl14	F-box and leucine-rich repeat protein 14	101358
ILMN_2946119	0.999988	7.51e-01	0.2887967	142372439	Cln6	ceroid-lipofuscinosis, neuronal 6	76524
ILMN_1258076	0.999988	7.52e-01	0.2885074	558516026	Etv3	ets variant 3	27049
ILMN_1234692	0.999988	7.52e-01	0.2884691	147902336	Abhd15	abhydrolase domain containing 15	67477
ILMN_2737381	0.999988	7.52e-01	0.2884279	575077476	Ccdc50	coiled-coil domain containing 50	67501
ILMN_1247636	0.999988	7.52e-01	0.2882128	300360477	Ndfip2	Nedd4 family interacting protein 2	76273
ILMN_2605941	0.999988	7.52e-01	0.2881745	160298206	Gnpat	glyceronephosphate O-acyltransferase	14712
ILMN_2631098	0.999988	7.52e-01	0.2881175	226958683	Msh6	mutS homolog 6	17688
ILMN_2680781	0.999988	7.52e-01	0.2881142	118130256	Arl8a	ADP-ribosylation factor-like 8A	68724
ILMN_1236232	0.999988	7.52e-01	0.2881017	46402196	Acap3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	140500
ILMN_2696026	0.999988	7.52e-01	0.2878477	118129825	Npr2	natriuretic peptide receptor 2	230103
ILMN_2909346	0.999988	7.52e-01	0.2877121	262050683	Mapkapk3	mitogen-activated protein kinase-activated protein kinase 3	102626
ILMN_3126277	0.999988	7.52e-01	0.2876581	89363041	Palmd	palmdelphin	114301
ILMN_2734283	0.999988	7.52e-01	0.2875725	529250131	Slc25a44	solute carrier family 25, member 44	229517
ILMN_2870696	0.999988	7.52e-01	0.2874555	145966687	Hfe	hemochromatosis	15216
ILMN_2876712	0.999988	7.52e-01	0.2873946	256985193	Krba1	KRAB-A domain containing 1	77827
ILMN_2767918	0.999988	7.53e-01	0.2871691	125628656	Ifi30	interferon gamma inducible protein 30	65972
ILMN_2491301	0.999988	7.53e-01	0.2867796	251823801	Usp16	ubiquitin specific peptidase 16	74112
ILMN_1256927	0.999988	7.53e-01	0.2866926	117647254	Fam83g	family with sequence similarity 83, member G	69640
ILMN_2866276	0.999988	7.53e-01	0.2866828	160707972	Csf2ra	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)	12982
ILMN_2931900	0.999988	7.53e-01	0.2866085	165932374	Serbp1	serpine1 mRNA binding protein 1	66870
ILMN_3058975	0.999988	7.53e-01	0.2865065	141803059	Fnta	farnesyltransferase, CAAX box, alpha	14272
ILMN_2884728	0.999988	7.53e-01	0.2863808	133892334	Tcea2	transcription elongation factor A (SII), 2	21400
ILMN_1224116	0.999988	7.53e-01	0.2863704	114431241	Smpdl3a	sphingomyelin phosphodiesterase, acid-like 3A	57319
ILMN_2827217	0.999988	7.53e-01	0.2861757	262118193	Clstn3	calsyntenin 3	232370
ILMN_3163539	0.999988	7.53e-01	0.2861417	54607101	Zmiz2	zinc finger, MIZ-type containing 2	52915
ILMN_2695528	0.999988	7.53e-01	0.2861121	19527235	Tmed4	transmembrane emp24 protein transport domain containing 4	103694
ILMN_2472451	0.999988	7.53e-01	0.2861024	254028256	Traf4	TNF receptor associated factor 4	22032
ILMN_2931779	0.999988	7.53e-01	0.2860533	253970470	Wdr45b	WD repeat domain 45B	66840
ILMN_2610600	0.999988	7.53e-01	0.2860246	254039715	Smarce1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	57376
ILMN_1255766	0.999988	7.54e-01	0.2855351	224994226	Sh3bp2	SH3-domain binding protein 2	24055
ILMN_1224079	0.999988	7.54e-01	0.2852267	119672922	Wfs1	Wolfram syndrome 1 homolog (human)	22393
ILMN_2642339	0.999988	7.54e-01	0.2851249	133892173	Slc1a2	solute carrier family 1 (glial high affinity glutamate transporter), member 2	20511
ILMN_2605666	0.999988	7.54e-01	0.2849137	594191038	Lamp2	lysosomal-associated membrane protein 2	16784
ILMN_2615369	0.999988	7.54e-01	0.2846894	169234762	Dnajc18	DnaJ heat shock protein family (Hsp40) member C18	76594
ILMN_2734969	0.999988	7.54e-01	0.2845966	165377196	Eral1	Era (G-protein)-like 1 (E. coli)	57837
ILMN_1225224	0.999988	7.55e-01	0.284503	594190934	Ttc14	tetratricopeptide repeat domain 14	67120
ILMN_2693314	0.999988	7.55e-01	0.2844854	164518933	Cyp3a13	cytochrome P450, family 3, subfamily a, polypeptide 13	13113
ILMN_1234301	0.999988	7.55e-01	0.2842644	261599067	6030458C11Rik	RIKEN cDNA 6030458C11 gene	77877
ILMN_3106592	0.999988	7.55e-01	0.2841399	46560586	Rcan2	regulator of calcineurin 2	53901
ILMN_3136561	0.999988	7.55e-01	0.2838742	595763210	Sparc	secreted acidic cysteine rich glycoprotein	20692
ILMN_2759088	0.999988	7.55e-01	0.2838678	61316403	Odf3b	outer dense fiber of sperm tails 3B	70113
ILMN_2666190	0.999988	7.55e-01	0.2838116	318065084	Rnpepl1	arginyl aminopeptidase (aminopeptidase B)-like 1	108657
ILMN_2670727	0.999988	7.55e-01	0.2837544	167466247	Gtf3a	general transcription factor III A	66596
ILMN_3146018	0.999988	7.55e-01	0.2836658	114431221	Ccl27a	chemokine (C-C motif) ligand 27A	20301
ILMN_2703720	0.999988	7.55e-01	0.2836052	70906445	Bclaf1	BCL2-associated transcription factor 1	72567
ILMN_3140091	0.999988	7.55e-01	0.2835252	66932979	Crls1	cardiolipin synthase 1	66586
ILMN_2620233	0.999988	7.55e-01	0.2832725	239937549	Fmo5	flavin containing monooxygenase 5	14263
ILMN_1245131	0.999988	7.55e-01	0.2832345	37574146	Zbtb39	zinc finger and BTB domain containing 39	320080
ILMN_2734712	0.999988	7.56e-01	0.2831386	145279228	Hacd1	3-hydroxyacyl-CoA dehydratase 1	30963
ILMN_1240149	0.999988	7.56e-01	0.2830872	30794415	Vps36	vacuolar protein sorting 36	70160
ILMN_1220521	0.999988	7.56e-01	0.2830471	31982650	S100a16	S100 calcium binding protein A16	67860
ILMN_2504374	0.999988	7.56e-01	0.2829472	145966866	Mr1	major histocompatibility complex, class I-related	15064
ILMN_2646296	0.999988	7.56e-01	0.2828412	158508522	Lurap1l	leucine rich adaptor protein 1-like	52829
ILMN_2972646	0.999988	7.56e-01	0.2826798	146141191	Pdzd11	PDZ domain containing 11	72621
ILMN_2735422	0.999988	7.56e-01	0.2823972	160333313	Ift81	intraflagellar transport 81	12589
ILMN_1237917	0.999988	7.56e-01	0.2820402	227330560	Sparcl1	SPARC-like 1	13602
ILMN_2741738	0.999988	7.56e-01	0.2819793	119637811	Desi2	desumoylating isopeptidase 2	78825
ILMN_3136283	0.999988	7.56e-01	0.2818856	122056489	Ldb3	LIM domain binding 3	24131
ILMN_1220417	0.999988	7.56e-01	0.2818658	146260274	Phykpl	5-phosphohydroxy-L-lysine phospholyase	72947
ILMN_1222489	0.999988	7.57e-01	0.2817844	26986616	Sulf1	sulfatase 1	240725
ILMN_1229110	0.999988	7.57e-01	0.2816153	269784740	Mrpl33	mitochondrial ribosomal protein L33	66845
ILMN_2987062	0.999988	7.57e-01	0.2816092	160333809	Thyn1	thymocyte nuclear protein 1	77862
ILMN_2868579	0.999988	7.57e-01	0.281398	257471031	Rnf14	ring finger protein 14	56736
ILMN_2723907	0.999988	7.57e-01	0.2809712	27754026	Med6	mediator complex subunit 6	69792
ILMN_1249407	0.999988	7.57e-01	0.2809135	364023816	Mrpl39	mitochondrial ribosomal protein L39	27393
ILMN_1246725	0.999988	7.57e-01	0.2808724	23956243	Mrps6	mitochondrial ribosomal protein S6	121022
ILMN_2629835	0.999988	7.58e-01	0.2804426	269784740	Mrpl33	mitochondrial ribosomal protein L33	66845
ILMN_3128992	0.999988	7.58e-01	0.2802821	110350005	Cd27	CD27 antigen	21940
ILMN_2649067	0.999988	7.58e-01	0.2801854	226874836	Irf1	interferon regulatory factor 1	16362
ILMN_2787396	0.999988	7.58e-01	0.2801158	253735726	Mrps22	mitochondrial ribosomal protein S22	64655
ILMN_1225414	0.999988	7.58e-01	0.2800796	758371931	Rab5c	RAB5C, member RAS oncogene family	19345
ILMN_2805697	0.999988	7.58e-01	0.2800297	268370234	Fam45a	family with sequence similarity 45, member A	67894
ILMN_2701543	0.999988	7.58e-01	0.279881	684625052	Ptpdc1	protein tyrosine phosphatase domain containing 1	218232
ILMN_2936517	0.999988	7.58e-01	0.279686	6680773	Bcl2l2	BCL2-like 2	12050
ILMN_2728379	0.999988	7.58e-01	0.2795092	118130613	Ivd	isovaleryl coenzyme A dehydrogenase	56357
ILMN_2970494	0.999988	7.58e-01	0.2794671	148747545	Serpina3k	serine (or cysteine) peptidase inhibitor, clade A, member 3K	20714
ILMN_1231805	0.999988	7.58e-01	0.2794354	NA			
ILMN_1240630	0.999988	7.58e-01	0.2793633	118129937	Polk	polymerase (DNA directed), kappa	27015
ILMN_2975382	0.999988	7.58e-01	0.2792169	443609468	Rilp	Rab interacting lysosomal protein	280408
ILMN_2680066	0.999988	7.58e-01	0.2791771	444909150	Polr1d	polymerase (RNA) I polypeptide D	20018
ILMN_2493231	0.999988	7.59e-01	0.2790638	118131187	Zswim5	zinc finger SWIM-type containing 5	74464
ILMN_2944601	0.999988	7.59e-01	0.2790416	NA			
ILMN_1251885	0.999988	7.59e-01	0.27897	587651925	Hist1h4d	histone cluster 1, H4d	319156
ILMN_2610679	0.999988	7.59e-01	0.2789024	555943864	Rgs3	regulator of G-protein signaling 3	50780
ILMN_1221262	0.999988	7.59e-01	0.2787029	554790406	1810009A15Rik	RIKEN cDNA 1810009A15 gene	66276
ILMN_2822160	0.999988	7.59e-01	0.2786264	NA			
ILMN_2615448	0.999988	7.59e-01	0.2785908	114145529	Wdr92	WD repeat domain 92	103784
ILMN_2647590	0.999988	7.59e-01	0.2785225	85662411	Samd8	sterile alpha motif domain containing 8	67630
ILMN_1233931	0.999988	7.59e-01	0.2785092	158508453	Dnajc2	DnaJ heat shock protein family (Hsp40) member C2	22791
ILMN_3022428	0.999988	7.59e-01	0.2784936	545686867	Tmpo	thymopoietin	21917
ILMN_1257772	0.999988	7.59e-01	0.2784452	NA			
ILMN_2689939	0.999988	7.59e-01	0.2783105	146141192	Dhdh	dihydrodiol dehydrogenase (dimeric)	71755
ILMN_2879876	0.999988	7.59e-01	0.27821	27754078	Tbc1d23	TBC1 domain family, member 23	67581
ILMN_2690306	0.999988	7.59e-01	0.2781518	118130324	Polr2d	polymerase (RNA) II (DNA directed) polypeptide D	69241
ILMN_3155180	0.999988	7.59e-01	0.2780584	408358001	Itpr2	inositol 1,4,5-triphosphate receptor 2	16439
ILMN_2707079	0.999988	7.59e-01	0.2779183	118130585	Sirt5	sirtuin 5	68346
ILMN_2607892	0.999988	7.59e-01	0.2778098	116686110	Bag4	BCL2-associated athanogene 4	67384
ILMN_2757368	0.999988	7.60e-01	0.2777495	142372255	Creld2	cysteine-rich with EGF-like domains 2	76737
ILMN_1225124	0.999988	7.60e-01	0.2776007	154091025	Ubr1	ubiquitin protein ligase E3 component n-recognin 1	22222
ILMN_1250438	0.999988	7.60e-01	0.2775701	257467655	Marcksl1	MARCKS-like 1	17357
ILMN_2687905	0.999988	7.60e-01	0.2775382	124286824	Msi2	musashi RNA-binding protein 2	76626
ILMN_3103652	0.999988	7.60e-01	0.277495	76496488	Csnk1d	casein kinase 1, delta	104318
ILMN_2907322	0.999988	7.60e-01	0.2773976	368711284	Dtx2	deltex 2, E3 ubiquitin ligase	74198
ILMN_1241785	0.999988	7.60e-01	0.2773451	NA			
ILMN_2648409	0.999988	7.60e-01	0.2772759	357197166	Cmtm7	CKLF-like MARVEL transmembrane domain containing 7	102545
ILMN_3161263	0.999988	7.60e-01	0.2769162	NA			
ILMN_2961604	0.999988	7.60e-01	0.2767804	157057098	Zfp42	zinc finger protein 42	22702
ILMN_3097868	0.999988	7.60e-01	0.2766811	122056577	Casp8	caspase 8	12370
ILMN_2429800	0.999988	7.60e-01	0.2766553	226874826	Tnfaip1	tumor necrosis factor, alpha-induced protein 1 (endothelial)	21927
ILMN_2649636	0.999988	7.60e-01	0.2765486	158508727	Klhdc1	kelch domain containing 1	271005
ILMN_2739398	0.999988	7.60e-01	0.2765213	NA			
ILMN_2682019	0.999988	7.60e-01	0.276497	133893199	Ndufa8	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8	68375
ILMN_2893321	0.999988	7.60e-01	0.2764966	161353475	Fam185a	family with sequence similarity 185, member A	330050
ILMN_1215768	0.999988	7.61e-01	0.2764065	142388970	Riok3	RIO kinase 3	66878
ILMN_2974480	0.999988	7.61e-01	0.2762488	227430374	Snip1	Smad nuclear interacting protein 1	76793
ILMN_1255510	0.999988	7.61e-01	0.2762009	489406299	Lmna	lamin A	16905
ILMN_3070466	0.999988	7.61e-01	0.276053	118130043	Bpnt1	bisphosphate 3'-nucleotidase 1	23827
ILMN_2955919	0.999988	7.61e-01	0.2759933	160333900	Mcam	melanoma cell adhesion molecule	84004
ILMN_1252963	0.999988	7.61e-01	0.2759638	359465601	Atp2c1	ATPase, Ca++-sequestering	235574
ILMN_1221736	0.999988	7.61e-01	0.2758989	213418054	Samhd1	SAM domain and HD domain, 1	56045
ILMN_1234199	0.999988	7.61e-01	0.2757875	189458845	Cobll1	Cobl-like 1	319876
ILMN_1254010	0.999988	7.61e-01	0.2755442	656985037	Pip5k1a	phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha	18720
ILMN_1231447	0.999988	7.61e-01	0.2753409	226958348	Tpi1	triosephosphate isomerase 1	21991
ILMN_1255497	0.999988	7.61e-01	0.2753152	21704135	Sds	serine dehydratase	231691
ILMN_2828512	0.999988	7.61e-01	0.2752874	40254241	Efcab14	EF-hand calcium binding domain 14	230648
ILMN_1257552	0.999988	7.61e-01	0.2751075	141802320	Tars	threonyl-tRNA synthetase	110960
ILMN_2600078	0.999988	7.62e-01	0.2750544	21450058	Ankrd54	ankyrin repeat domain 54	223690
ILMN_2602140	0.999988	7.62e-01	0.2750542	256542308	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	224045
ILMN_2819841	0.999988	7.62e-01	0.2750028	141803092	Rpl7a	ribosomal protein L7A	27176
ILMN_2463447	0.999988	7.62e-01	0.2749566	31560502	Trappc3	trafficking protein particle complex 3	27096
ILMN_1232261	0.999988	7.62e-01	0.2748671	227330564	Ctnnal1	catenin (cadherin associated protein), alpha-like 1	54366
ILMN_2914010	0.999988	7.62e-01	0.2747117	225637537	Dmwd	dystrophia myotonica-containing WD repeat motif	13401
ILMN_2604922	0.999988	7.62e-01	0.2746562	13385489	Rnf34	ring finger protein 34	80751
ILMN_2612616	0.999988	7.62e-01	0.2746281	118131123	BC023829	cDNA sequence BC023829	236848
ILMN_1213617	0.999988	7.62e-01	0.2745513	443287652	Ctsa	cathepsin A	19025
ILMN_1256486	0.999988	7.62e-01	0.2744204	160333352	Trim69	tripartite motif-containing 69	70928
ILMN_1218859	0.999988	7.62e-01	0.2743913	267844808	Zfp385c	zinc finger protein 385C	278304
