ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_2597332	0.8084	0.35691557	-0.959553	-5.66356	-0.0502734	255958174	1700123O20Rik	RIKEN cDNA 1700123O20 gene
ILMN_2707570	0.8084	0.35697912	0.959421	-5.66368	0.04058081	119964695	Chrng	cholinergic receptor, nicotinic, gamma polypeptide
ILMN_2610861	0.8084	0.35706951	0.959234	-5.66386	0.04515204	163310775	Ap3b1	adaptor-related protein complex 3, beta 1 subunit
ILMN_3011353	0.8084	0.35709511	-0.959181	-5.6639	-0.03960345	69885017	Mbp	myelin basic protein
ILMN_3075340	0.8086	0.3572705	-0.958818	-5.66424	-0.05189928	560879464	P2ry14	purinergic receptor P2Y, G-protein coupled, 14
ILMN_2621338	0.8086	0.35734527	0.958663	-5.66438	0.06449698	469832251	Crkl	v-crk avian sarcoma virus CT10 oncogene homolog-like
ILMN_1221920	0.8086	0.35736692	-0.958618	-5.66442	-0.06708903	NA		
ILMN_2680891	0.8086	0.35742025	-0.958508	-5.66452	-0.0549082	133892517	Kcnj14	potassium inwardly-rectifying channel, subfamily J, member 14
ILMN_1222773	0.8086	0.35745602	0.958434	-5.66459	0.06133532	118130512	Exoc4	exocyst complex component 4
ILMN_2647669	0.8086	0.35747682	0.958391	-5.66463	0.05533968	142385356	Aaed1	AhpC/TSA antioxidant enzyme domain containing 1
ILMN_1223126	0.8086	0.35752884	-0.958283	-5.66473	-0.04658803	158508678	Fadd	Fas (TNFRSF6)-associated via death domain
ILMN_1258219	0.8087	0.35773278	-0.957861	-5.66511	-0.04372301	257196227	Maob	monoamine oxidase B
ILMN_1231803	0.8087	0.3577433	0.957839	-5.66513	0.05835679	160333141	Dmtf1	cyclin D binding myb-like transcription factor 1
ILMN_2644515	0.8087	0.35781266	-0.957696	-5.66526	-0.04074465	449310789	Srpx2	sushi-repeat-containing protein, X-linked 2
ILMN_2977240	0.8087	0.35791606	-0.957482	-5.66546	-0.04819153	19527367	Slc39a3	solute carrier family 39 (zinc transporter), member 3
ILMN_1249191	0.8087	0.35795175	-0.957408	-5.66553	-0.04401573	39930318	Scgb1b27	secretoglobin, family 1B, member 27
ILMN_2749847	0.8087	0.35798572	-0.957338	-5.66559	-0.07555747	268838605	Gtf2e2	general transcription factor II E, polypeptide 2 (beta subunit)
ILMN_1216368	0.8087	0.35802012	0.957266	-5.66566	0.04321784	226874879	B3gnt5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
ILMN_2754690	0.8087	0.3580882	-0.957126	-5.66579	-0.05204343	118403321	Acad8	acyl-Coenzyme A dehydrogenase family, member 8
ILMN_2716584	0.8087	0.3581512	-0.956995	-5.6659	-0.05983932	558516015	Rnaseh1	ribonuclease H1
ILMN_2645815	0.8087	0.35816317	-0.956971	-5.66593	-0.05603934	19526797	Cyp2a12	cytochrome P450, family 2, subfamily a, polypeptide 12
ILMN_2609516	0.8087	0.35825249	0.956786	-5.6661	0.0868619	61651672	Stt3b	STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)
ILMN_1236150	0.8087	0.3583315	-0.956623	-5.66625	-0.04480562	163310775	Ap3b1	adaptor-related protein complex 3, beta 1 subunit
ILMN_2658266	0.8087	0.35842176	-0.956436	-5.66642	-0.05442463	295293101	Gpr22	G protein-coupled receptor 22
ILMN_2636832	0.8087	0.35847553	-0.956325	-5.66652	-0.04589245	31981358	Cyb5r3	cytochrome b5 reductase 3
ILMN_2888842	0.8087	0.35848042	0.956315	-5.66653	0.04970018	146141199	Isca1	iron-sulfur cluster assembly 1
ILMN_3126933	0.8087	0.35858802	-0.956093	-5.66673	-0.04986021	557129009	Tacc1	transforming, acidic coiled-coil containing protein 1
ILMN_1252524	0.8087	0.35864994	0.955965	-5.66685	0.04527155	999809046	Zbtb21	zinc finger and BTB domain containing 21
ILMN_1256089	0.8087	0.35874639	0.955766	-5.66703	0.0526637	145312239	Rasgef1b	RasGEF domain family, member 1B
ILMN_1235499	0.8087	0.35882205	0.95561	-5.66717	0.0471756	937346087	Pros1	protein S (alpha)
ILMN_1245994	0.8087	0.35885122	0.955549	-5.66723	0.08017008	NA		
ILMN_2663516	0.8087	0.35889589	0.955457	-5.66731	0.09853236	213972599	Tmem230	transmembrane protein 230
ILMN_3061300	0.8087	0.35890479	0.955439	-5.66733	0.05673928	209977072	Acsl3	acyl-CoA synthetase long-chain family member 3
ILMN_2962083	0.8087	0.35892792	0.955391	-5.66737	0.0520335	46402196	Acap3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3
ILMN_2968390	0.8087	0.35914809	0.954937	-5.66779	0.05121473	110347556	Defb15	defensin beta 15
ILMN_1239196	0.8087	0.35930471	-0.954614	-5.66808	-0.04068772	75677332	1700088E04Rik	RIKEN cDNA 1700088E04 gene
ILMN_2684563	0.8087	0.35935744	0.954505	-5.66818	0.12908118	356934381	Cldnd1	claudin domain containing 1
ILMN_2909346	0.8087	0.35938419	0.95445	-5.66823	0.06455596	262050683	Mapkapk3	mitogen-activated protein kinase-activated protein kinase 3
ILMN_2799145	0.8087	0.35941304	0.95439	-5.66828	0.03938278	58082058	Taar7a	trace amine-associated receptor 7A
ILMN_3102376	0.8087	0.35942306	0.95437	-5.6683	0.04966358	116063578	Fcgr2b	Fc receptor, IgG, low affinity IIb
ILMN_2735633	0.8087	0.35944148	0.954332	-5.66834	0.04681688	163937837	Nfat5	nuclear factor of activated T cells 5
ILMN_2805829	0.8087	0.35953787	-0.954133	-5.66852	-0.06066143	142386116	Exosc2	exosome component 2
ILMN_2596297	0.8087	0.35955904	-0.954089	-5.66856	-0.0693088	6753617	Ddt	D-dopachrome tautomerase
ILMN_1222291	0.8087	0.35957908	0.954048	-5.6686	0.04640588	166999887	Rps6kb1	ribosomal protein S6 kinase, polypeptide 1
ILMN_2979307	0.8087	0.359657	0.953887	-5.66874	0.08845149	251823708	Nek3	NIMA (never in mitosis gene a)-related expressed kinase 3
ILMN_2991339	0.8087	0.3596588	-0.953884	-5.66875	-0.04619447	270483839	Zfp646	zinc finger protein 646
ILMN_1231036	0.8087	0.35968693	0.953826	-5.6688	0.03793789	33942096	Rims4	regulating synaptic membrane exocytosis 4
ILMN_1221594	0.8087	0.35968839	-0.953823	-5.6688	-0.05932928	187960102	Pparg	peroxisome proliferator activated receptor gamma
ILMN_2914418	0.8087	0.35978971	-0.953614	-5.66899	-0.06572687	224809375	Ncstn	nicastrin
ILMN_1240332	0.8087	0.35980483	-0.953583	-5.66902	-0.05386519	51799027	Zdhhc14	zinc finger, DHHC domain containing 14
ILMN_3128478	0.8087	0.35986865	-0.953451	-5.66914	-0.05172575	479277987	Alx3	aristaless-like homeobox 3
ILMN_2704777	0.8087	0.35989867	-0.953389	-5.6692	-0.06370163	142355089	Cyp2d26	cytochrome P450, family 2, subfamily d, polypeptide 26
ILMN_2717744	0.8087	0.35990878	0.953369	-5.66922	0.04610499	256000771	Gga1	golgi associated, gamma adaptin ear containing, ARF binding protein 1
ILMN_2946184	0.8087	0.35997413	0.953234	-5.66934	0.07765253	88014651	Hoxb7	homeobox B7
ILMN_1220640	0.8087	0.36002079	-0.953138	-5.66943	-0.04640512	118130852	Tm9sf4	transmembrane 9 superfamily protein member 4
ILMN_2821676	0.8087	0.36003437	-0.95311	-5.66945	-0.05357142	225007626	Nostrin	nitric oxide synthase trafficker
ILMN_2928720	0.8087	0.36006842	0.95304	-5.66952	0.08170267	52138543	Nuak1	NUAK family, SNF1-like kinase, 1
ILMN_2896857	0.8087	0.3601413	-0.95289	-5.66965	-0.04158544	161086956	Lrrd1	leucine rich repeats and death domain containing 1
ILMN_3123826	0.8087	0.36017162	-0.952827	-5.66971	-0.05659174	550822177	Wdr37	WD repeat domain 37
ILMN_2639642	0.8087	0.360225	0.952717	-5.66981	0.06710848	270132619	Arhgef6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6
ILMN_1240630	0.8087	0.36026247	0.95264	-5.66988	0.08386881	118129937	Polk	polymerase (DNA directed), kappa
ILMN_1251119	0.8087	0.3603209	0.95252	-5.66999	0.10321676	133891829	Bmpr1a	bone morphogenetic protein receptor, type 1A
ILMN_2727643	0.8088	0.36044607	-0.952262	-5.67022	-0.03787043	160333798	Cdon	cell adhesion molecule-related/down-regulated by oncogenes
ILMN_2962095	0.8088	0.36047227	0.952208	-5.67027	0.04923685	141802653	Fam161b	family with sequence similarity 161, member B
ILMN_3108109	0.8088	0.36050085	0.95215	-5.67033	0.07168924	448824841	Nup88	nucleoporin 88
ILMN_2759142	0.809	0.3606551	-0.951832	-5.67062	-0.05035606	166064039	Col2a1	collagen, type II, alpha 1
ILMN_2624301	0.809	0.36072117	-0.951696	-5.67074	-0.04547515	667477935	Irx6	Iroquois related homeobox 6 (Drosophila)
ILMN_1229535	0.8092	0.36082998	-0.951473	-5.67094	-0.05052237	227497507	Cyp2d10	cytochrome P450, family 2, subfamily d, polypeptide 10
ILMN_3060333	0.8093	0.36095593	0.951214	-5.67118	0.03865012	123702072	Vamp1	vesicle-associated membrane protein 1
ILMN_3161327	0.8096	0.36116793	0.950778	-5.67157	0.04542408	118130225	Actr1b	ARP1 actin-related protein 1B, centractin beta
ILMN_2623244	0.8096	0.36122415	0.950662	-5.67168	0.04977362	55741699	Ppp2r5e	protein phosphatase 2, regulatory subunit B', epsilon
ILMN_2746283	0.8096	0.36124349	-0.950623	-5.67172	-0.06511023	550822429	Mrvi1	MRV integration site 1
ILMN_1213055	0.8097	0.36135963	-0.950384	-5.67193	-0.04446149	NA		
ILMN_2639665	0.8098	0.36146646	-0.950165	-5.67213	-0.04963486	142387601	Ing4	inhibitor of growth family, member 4
ILMN_2721399	0.8098	0.36153273	-0.950029	-5.67226	-0.06004022	916258538	Ctsw	cathepsin W
ILMN_2761008	0.8098	0.36155134	0.94999	-5.67229	0.10005161	162329562	Caprin1	cell cycle associated protein 1
ILMN_1217761	0.8098	0.36163836	-0.949812	-5.67245	-0.04806514	253970491	Rab40b	Rab40B, member RAS oncogene family
ILMN_3154553	0.8098	0.36164172	-0.949805	-5.67246	-0.08104556	557440772	Slc41a3	solute carrier family 41, member 3
ILMN_2781030	0.8101	0.36185433	-0.949368	-5.67286	-0.06029922	6680551	Napsa	napsin A aspartic peptidase
ILMN_2916035	0.8101	0.36190939	-0.949255	-5.67296	-0.11730289	188219588	Lmnb1	lamin B1
ILMN_2894040	0.8102	0.36201063	-0.949048	-5.67315	-0.07373246	22122372	Sde2	SDE2 telomere maintenance homolog (S. pombe)
ILMN_3022428	0.8103	0.36211146	0.948841	-5.67334	0.03793573	545686867	Tmpo	thymopoietin
ILMN_3145213	0.8103	0.36229525	0.948464	-5.67368	0.06732826	948297390	H3f3a	H3 histone, family 3A
ILMN_2613641	0.8103	0.36240975	-0.948229	-5.67389	-0.05221481	574997049	Eif4a2	eukaryotic translation initiation factor 4A2
ILMN_3151510	0.8103	0.362432	0.948184	-5.67393	0.07519477	84490402	Sertad2	SERTA domain containing 2
ILMN_1255510	0.8103	0.36254805	0.947946	-5.67415	0.12661292	489406299	Lmna	lamin A
ILMN_2588052	0.8103	0.36256223	-0.947917	-5.67417	-0.11584811	NA		
ILMN_2682046	0.8103	0.3626274	0.947783	-5.67429	0.09548573	71037402	Myl12a	myosin, light chain 12A, regulatory, non-sarcomeric
ILMN_2733542	0.8103	0.36269371	-0.947647	-5.67442	-0.1714438	110625617	Fbxl3	F-box and leucine-rich repeat protein 3
ILMN_2631094	0.8103	0.36273273	0.947567	-5.67449	0.06675374	26986590	Mark4	MAP/microtubule affinity regulating kinase 4
ILMN_3122383	0.8103	0.36273736	0.947558	-5.6745	0.05803336	71043958	Otud7b	OTU domain containing 7B
ILMN_1213287	0.8103	0.3627418	-0.947549	-5.67451	-0.05297284	91176334	Actr5	ARP5 actin-related protein 5
ILMN_1214593	0.8103	0.36282444	0.94738	-5.67466	0.05725751	255982525	Fahd2a	fumarylacetoacetate hydrolase domain containing 2A
ILMN_2627441	0.8103	0.36288203	0.947262	-5.67477	0.09687175	114158716	Peli1	pellino 1
ILMN_2806290	0.8103	0.36299833	-0.947023	-5.67498	-0.06178548	146135054	Kbtbd4	kelch repeat and BTB (POZ) domain containing 4
ILMN_1222104	0.8103	0.36325059	0.946507	-5.67545	0.03793078	141803185	Calr3	calreticulin 3
ILMN_3161168	0.8103	0.36326083	-0.946486	-5.67547	-0.04155099	160333198	Mfsd2b	major facilitator superfamily domain containing 2B
ILMN_3058137	0.8103	0.36326714	-0.946473	-5.67548	-0.04368094	158711695	Mgat1	mannoside acetylglucosaminyltransferase 1
ILMN_2977210	0.8103	0.36329925	0.946408	-5.67554	0.09958674	575771808	Rpap2	RNA polymerase II associated protein 2
ILMN_1237183	0.8103	0.36334287	-0.946318	-5.67562	-0.06782803	229577350	Ociad1	OCIA domain containing 1
ILMN_3091003	0.8103	0.36335957	0.946284	-5.67565	0.05347305	448824826	Ms4a7	membrane-spanning 4-domains, subfamily A, member 7
ILMN_1216970	0.8103	0.36338043	0.946241	-5.67569	0.05922661	723428427	Cic	capicua transcriptional repressor
ILMN_2631143	0.8103	0.36344294	0.946114	-5.67581	0.05539795	341926304	Sox5	SRY (sex determining region Y)-box 5
ILMN_2703079	0.8103	0.36347826	-0.946041	-5.67587	-0.04893108	133892646	Igdcc3	immunoglobulin superfamily, DCC subclass, member 3
ILMN_2962361	0.8103	0.36354036	-0.945914	-5.67599	-0.04000595	576796155	Rufy3	RUN and FYVE domain containing 3
ILMN_1230030	0.8103	0.36365416	-0.945682	-5.6762	-0.06853054	315507150	D11Wsu47e	DNA segment, Chr 11, Wayne State University 47, expressed
ILMN_1225261	0.8103	0.3636694	0.94565	-5.67623	0.07065675	188219613	Uchl1	ubiquitin carboxy-terminal hydrolase L1
ILMN_1259566	0.8103	0.36368948	0.945609	-5.67626	0.06128706	449083360	St6galnac4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4
ILMN_2434472	0.8103	0.36379419	-0.945395	-5.67646	-0.11890516	6678408	Tpd52l1	tumor protein D52-like 1
ILMN_1220315	0.8103	0.36379665	0.94539	-5.67646	0.04210821	576067744	Zc4h2	zinc finger, C4H2 domain containing
ILMN_1226515	0.8103	0.36392859	-0.945121	-5.67671	-0.0585766	226510440	Rdh7	retinol dehydrogenase 7
ILMN_2631558	0.8103	0.36393655	-0.945104	-5.67672	-0.10589701	142373033	Psmc6	proteasome (prosome, macropain) 26S subunit, ATPase, 6
ILMN_2836664	0.8103	0.36399241	-0.94499	-5.67683	-0.07832212	256985187	Polr1a	polymerase (RNA) I polypeptide A
ILMN_2724919	0.8103	0.36399456	0.944986	-5.67683	0.07364373	241982739	Mtx1	metaxin 1
ILMN_1252364	0.8103	0.3640534	-0.944865	-5.67694	-0.07058364	872724956	Furin	furin (paired basic amino acid cleaving enzyme)
ILMN_2764781	0.8103	0.36405709	0.944858	-5.67694	0.11246288	262050549	Pls3	plastin 3 (T-isoform)
ILMN_1245383	0.8103	0.36408322	-0.944805	-5.67699	-0.06048633	357435397	Sec23b	SEC23 homolog B, COPII coat complex component
ILMN_1255473	0.8103	0.36415419	-0.94466	-5.67712	-0.07658662	118130370	Txndc12	thioredoxin domain containing 12 (endoplasmic reticulum)
ILMN_2601043	0.8103	0.36417358	-0.94462	-5.67716	-0.05485198	188528621	Actr8	ARP8 actin-related protein 8
ILMN_2987709	0.8103	0.36420203	-0.944562	-5.67721	-0.04578891	225007541	Slc15a3	solute carrier family 15, member 3
ILMN_3135697	0.8103	0.3642502	-0.944463	-5.6773	-0.07628615	90577172	Zfp869	zinc finger protein 869
ILMN_1236683	0.8103	0.36434453	0.944271	-5.67748	0.07370908	146134407	Ptdss2	phosphatidylserine synthase 2
ILMN_1259470	0.8103	0.36434906	-0.944262	-5.67748	-0.07295313	255958187	Tmem176b	transmembrane protein 176B
ILMN_1241307	0.8103	0.36457589	0.943798	-5.6779	0.06380825	77404368	Bcl2l13	BCL2-like 13 (apoptosis facilitator)
ILMN_1252682	0.8103	0.36464765	0.943652	-5.67804	0.05809229	358679331	Pym1	PYM homolog 1, exon junction complex associated factor
ILMN_1217153	0.8103	0.36475991	-0.943423	-5.67824	-0.14518919	510936988	Rab18	RAB18, member RAS oncogene family
ILMN_2721052	0.8103	0.36476417	0.943414	-5.67825	0.052918	86262154	Panx3	pannexin 3
ILMN_3150634	0.8103	0.36476861	0.943405	-5.67826	0.03650439	109150438	P3h1	prolyl 3-hydroxylase 1
ILMN_1253178	0.8103	0.36477091	-0.9434	-5.67826	-0.04914065	163310768	Aldh3a1	aldehyde dehydrogenase family 3, subfamily A1
ILMN_1242619	0.8103	0.36477176	-0.943399	-5.67826	-0.05625109	148839317	Smchd1	SMC hinge domain containing 1
ILMN_2601344	0.8103	0.36477455	0.943393	-5.67827	0.04576208	194328780	Cyb5r4	cytochrome b5 reductase 4
ILMN_2679390	0.8103	0.36484092	-0.943258	-5.67839	-0.04487275	90186271	Rbm12b2	RNA binding motif protein 12 B2
ILMN_1216231	0.8103	0.36484237	0.943255	-5.67839	0.14954137	NA		
ILMN_1220734	0.8106	0.3650277	0.942877	-5.67874	0.04395626	350276162	Col25a1	collagen, type XXV, alpha 1
ILMN_2795792	0.8106	0.36504676	-0.942838	-5.67877	-0.04122063	293335837	Tmem38b	transmembrane protein 38B
ILMN_2616877	0.8107	0.36533784	-0.942244	-5.67931	-0.05582678	170295860	Slc39a1	solute carrier family 39 (zinc transporter), member 1
ILMN_1217444	0.8107	0.36538276	-0.942153	-5.67939	-0.06307648	55741699	Ppp2r5e	protein phosphatase 2, regulatory subunit B', epsilon
ILMN_2856798	0.8107	0.36541772	-0.942081	-5.67945	-0.04783076	356640232	Rundc3a	RUN domain containing 3A
ILMN_2794825	0.8107	0.36542584	0.942065	-5.67947	0.07049216	291167752	Thtpa	thiamine triphosphatase
ILMN_2452237	0.8107	0.36546747	-0.94198	-5.67954	-0.12711796	142375824	Tsg101	tumor susceptibility gene 101
ILMN_2975377	0.8107	0.36550842	0.941897	-5.67962	0.09060252	163937862	Mtmr14	myotubularin related protein 14
ILMN_1254341	0.8107	0.3655139	-0.941885	-5.67963	-0.05533611	594190790	Rsu1	Ras suppressor protein 1
ILMN_2626939	0.8107	0.36561652	-0.941676	-5.67982	-0.06074982	315013581	Daxx	Fas death domain-associated protein
ILMN_2655929	0.8107	0.36565921	-0.941589	-5.6799	-0.0788739	255982521	Tppp3	tubulin polymerization-promoting protein family member 3
ILMN_1228942	0.8107	0.36573665	-0.941432	-5.68004	-0.07546773	550544206	Cd59a	CD59a antigen
ILMN_2593356	0.8107	0.36578329	-0.941337	-5.68013	-0.1009514	442734424	Crbn	cereblon
ILMN_2627774	0.8107	0.36578653	0.94133	-5.68013	0.04859039	141802678	Ssc5d	scavenger receptor cysteine rich family, 5 domains
ILMN_2637321	0.8107	0.36586509	-0.94117	-5.68028	-0.03543643	34328356	Prr14	proline rich 14
ILMN_3154419	0.8107	0.36596179	0.940973	-5.68045	0.07579525	560879464	P2ry14	purinergic receptor P2Y, G-protein coupled, 14
ILMN_2982652	0.8107	0.36618958	-0.94051	-5.68087	-0.11530641	114205430	Abce1	ATP-binding cassette, sub-family E (OABP), member 1
ILMN_2822622	0.8107	0.36619282	-0.940503	-5.68088	-0.05672778	13385657	Mrpl10	mitochondrial ribosomal protein L10
ILMN_2883500	0.8107	0.36623624	0.940415	-5.68096	0.05442054	142377100	Gm11541	predicted gene 11541
ILMN_2588663	0.8107	0.36626968	-0.940347	-5.68102	-0.0451355	118130624	Txndc11	thioredoxin domain containing 11
ILMN_1217000	0.8107	0.36629264	-0.9403	-5.68106	-0.05153303	594190796	Tfpt	TCF3 (E2A) fusion partner
ILMN_2769479	0.8107	0.36633499	0.940214	-5.68114	0.09483002	117647248	Lama2	laminin, alpha 2
ILMN_2774163	0.8107	0.36635073	-0.940182	-5.68117	-0.1143595	125628628	Eif3d	eukaryotic translation initiation factor 3, subunit D
ILMN_1249270	0.8107	0.36641928	0.940042	-5.68129	0.06218965	530231314	Aggf1	angiogenic factor with G patch and FHA domains 1
ILMN_2850260	0.8107	0.36650225	-0.939874	-5.68144	-0.05891881	312283676	Cts3	cathepsin 3
ILMN_2957589	0.8107	0.36655863	-0.939759	-5.68155	-0.07279095	118129870	Toe1	target of EGR1, member 1 (nuclear)
ILMN_2785512	0.8107	0.36656457	-0.939747	-5.68156	-0.05700209	146198572	Inpp5f	inositol polyphosphate-5-phosphatase F
ILMN_2730463	0.8107	0.36660944	0.939656	-5.68164	0.04366907	31982545	Cdt1	chromatin licensing and DNA replication factor 1
ILMN_1251519	0.8107	0.36662355	-0.939627	-5.68167	-0.05296401	118130039	Wrap53	WD repeat containing, antisense to Trp53
ILMN_2705802	0.8107	0.36668964	-0.939493	-5.68179	-0.07750373	84042528	Blcap	bladder cancer associated protein
ILMN_2704165	0.8107	0.36678229	-0.939304	-5.68196	-0.07383414	924182586	Ndufs2	NADH dehydrogenase (ubiquinone) Fe-S protein 2
ILMN_2758690	0.8107	0.36686394	0.939138	-5.68211	0.05018399	158508662	Mrps17	mitochondrial ribosomal protein S17
ILMN_1247048	0.8107	0.36687755	0.939111	-5.68213	0.06644321	142378639	Znrd1	zinc ribbon domain containing, 1
ILMN_1244291	0.8107	0.36690544	-0.939054	-5.68218	-0.10546808	166091435	Gja1	gap junction protein, alpha 1
ILMN_1231810	0.8107	0.36691285	-0.939039	-5.6822	-0.04672378	142365631	Ube2e1	ubiquitin-conjugating enzyme E2E 1
ILMN_2704873	0.8107	0.36695113	0.938961	-5.68227	0.06018478	586946410	Hist1h2ab	histone cluster 1, H2ab
ILMN_2689740	0.8107	0.36696388	0.938935	-5.68229	0.16822236	257196250	Trmt10c	tRNA methyltransferase 10C
ILMN_2643547	0.8107	0.36705235	-0.938756	-5.68245	-0.06195663	68303649	Mphosph10	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)
ILMN_2450096	0.8107	0.36707621	0.938707	-5.68249	0.04734262	7305644	Zfp30	zinc finger protein 30
ILMN_2899863	0.811	0.36728887	-0.938275	-5.68288	-0.05288717	518831586	Tnf	tumor necrosis factor
ILMN_2707967	0.811	0.36732527	-0.938201	-5.68295	-0.06562114	113195689	Man2b1	mannosidase 2, alpha B1
ILMN_1215246	0.8114	0.36755066	-0.937744	-5.68336	-0.07950211	186700619	Mccc1	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)
ILMN_2767918	0.8115	0.36780352	0.937231	-5.68382	0.05253251	125628656	Ifi30	interferon gamma inducible protein 30
ILMN_1244393	0.8115	0.36782382	0.937189	-5.68386	0.05547535	614458139	Gid8	GID complex subunit 8
ILMN_2752464	0.8115	0.3678281	-0.937181	-5.68387	-0.05408146	110556624	Clca4a	chloride channel accessory 4A
ILMN_2666990	0.8115	0.36789516	0.937045	-5.68399	0.1863865	31982852	Eef1a2	eukaryotic translation elongation factor 1 alpha 2
ILMN_1230281	0.8115	0.36794144	0.936951	-5.68407	0.07298127	924181641	Ophn1	oligophrenin 1
ILMN_1253972	0.8115	0.36795783	0.936918	-5.6841	0.06753892	142380077	Irak3	interleukin-1 receptor-associated kinase 3
ILMN_3079461	0.8115	0.36799335	0.936846	-5.68417	0.04039163	6679618	Raet1b	retinoic acid early transcript beta
ILMN_2710773	0.8115	0.36808176	-0.936666	-5.68433	-0.06823864	253683419	Mon2	MON2 homolog, regulator of endosome to Golgi trafficking
ILMN_2622001	0.8115	0.36813177	-0.936565	-5.68442	-0.04523983	157841173	Phf21a	PHD finger protein 21A
ILMN_2738707	0.8115	0.36815421	-0.936519	-5.68446	-0.04661552	NA		
ILMN_1238688	0.8115	0.36822313	-0.93638	-5.68459	-0.03867306	225543408	Pspc1	paraspeckle protein 1
ILMN_2645613	0.8116	0.36829961	-0.936225	-5.68472	-0.06497002	22122408	Cc2d1a	coiled-coil and C2 domain containing 1A
ILMN_1214571	0.8116	0.36837525	0.936072	-5.68486	0.04447453	287327874	Cd109	CD109 antigen
ILMN_2772248	0.8116	0.36854822	-0.935721	-5.68518	-0.05734758	141802724	Capns1	calpain, small subunit 1
ILMN_2672543	0.8116	0.36856582	0.935685	-5.68521	0.04049963	61742830	Ccdc120	coiled-coil domain containing 120
ILMN_2707652	0.8116	0.36860712	0.935602	-5.68528	0.0558125	22128746	Olfr578	olfactory receptor 578
ILMN_1247613	0.8116	0.36865984	-0.935495	-5.68538	-0.04926281	31981173	Pole3	polymerase (DNA directed), epsilon 3 (p17 subunit)
ILMN_1231439	0.8116	0.3686774	-0.935459	-5.68541	-0.15602127	311893398	Aatk	apoptosis-associated tyrosine kinase
ILMN_2827646	0.8116	0.36870327	-0.935407	-5.68546	-0.04017561	22095006	Tmem98	transmembrane protein 98
ILMN_1216394	0.8116	0.368765	0.935282	-5.68557	0.03648166	258547155	Pdcd6ip	programmed cell death 6 interacting protein
ILMN_3006663	0.8116	0.36878222	-0.935247	-5.6856	-0.03656758	146134937	Tm4sf20	transmembrane 4 L six family member 20
ILMN_1214187	0.8121	0.36916755	0.934467	-5.6863	0.07505437	142348843	Zcrb1	zinc finger CCHC-type and RNA binding motif 1
ILMN_1221820	0.8121	0.36917113	-0.93446	-5.68631	-0.18626935	141802450	Fcmr	Fc fragment of IgM receptor
ILMN_2697082	0.8121	0.36920225	-0.934397	-5.68636	-0.05201467	142377548	4931440F15Rik	RIKEN cDNA 4931440F15 gene
ILMN_1235132	0.8121	0.36927939	-0.934241	-5.6865	-0.04253085	952977789	Adam4	a disintegrin and metallopeptidase domain 4
ILMN_2763602	0.8121	0.36928961	0.93422	-5.68652	0.0563071	120407042	Maea	macrophage erythroblast attacher
ILMN_2901655	0.8121	0.36935742	-0.934083	-5.68664	-0.04764663	146149293	Gatb	glutamyl-tRNA(Gln) amidotransferase, subunit B
ILMN_2756041	0.8125	0.36963281	-0.933526	-5.68714	-0.16049468	359751483	Pkm	pyruvate kinase, muscle
ILMN_2670172	0.8125	0.36969892	-0.933393	-5.68726	-0.05425695	930588917	Itga5	integrin alpha 5 (fibronectin receptor alpha)
ILMN_2860479	0.8125	0.36969937	-0.933392	-5.68726	-0.0730211	160837787	Arpc1b	actin related protein 2/3 complex, subunit 1B
ILMN_2800732	0.8125	0.3697236	-0.933343	-5.68731	-0.04739947	256574759	Slc22a19	solute carrier family 22 (organic anion transporter), member 19
ILMN_2858666	0.8127	0.36997834	-0.932828	-5.68777	-0.03578999	226958479	Shd	src homology 2 domain-containing transforming protein D
ILMN_2847787	0.8127	0.37012365	0.932535	-5.68803	0.08261738	183583543	Adgre1	adhesion G protein-coupled receptor E1
ILMN_1252649	0.8127	0.37017537	-0.93243	-5.68812	-0.05143107	247269606	Dguok	deoxyguanosine kinase
ILMN_1234086	0.8127	0.37018741	0.932406	-5.68815	0.08540001	146141192	Dhdh	dihydrodiol dehydrogenase (dimeric)
ILMN_1241168	0.8127	0.37028067	-0.932218	-5.68831	-0.08208646	253735718	Dok4	docking protein 4
ILMN_2805714	0.8127	0.37036125	0.932055	-5.68846	0.04200287	530677940	B3galnt1	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1
ILMN_2727618	0.8127	0.37043282	0.93191	-5.68859	0.04752198	157785661	Snrpe	small nuclear ribonucleoprotein E
ILMN_2425488	0.8127	0.37051325	0.931748	-5.68873	0.04207056	42476275	Wdr5b	WD repeat domain 5B
ILMN_2745540	0.8127	0.37057808	0.931617	-5.68885	0.04652833	408968121	Cnot7	CCR4-NOT transcription complex, subunit 7
ILMN_2481799	0.8127	0.37057894	-0.931616	-5.68885	-0.05766672	257153395	Zfp317	zinc finger protein 317
