ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_2838965	0.62916	2.45e-01	1.24	-5.0342	2.96e-01	225543443	Timmdc1	translocase of inner mitochondrial membrane domain containing 1
ILMN_2670508	0.62916	2.45e-01	-1.24	-5.0344	-7.06e-02	111074554	H2-M3	histocompatibility 2, M region locus 3
ILMN_1257060	0.62916	2.45e-01	-1.24	-5.0348	-1.79e-01	31543133	Pla2g15	phospholipase A2, group XV
ILMN_2664548	0.62916	2.45e-01	-1.24	-5.0348	-1.46e-01	146134913	Pgls	6-phosphogluconolactonase
ILMN_2614778	0.62916	2.45e-01	-1.24	-5.035	-1.20e-01	67763825	Slc30a5	solute carrier family 30 (zinc transporter), member 5
ILMN_1232095	0.62916	2.45e-01	1.24	-5.035	9.23e-02	NA		
ILMN_3093626	0.62916	2.45e-01	-1.24	-5.035	-8.70e-02	818213447	Porcn	porcupine homolog (Drosophila)
ILMN_2617086	0.62916	2.45e-01	-1.24	-5.0351	-1.91e-01	158303305	Egln1	egl-9 family hypoxia-inducible factor 1
ILMN_2676463	0.62916	2.45e-01	1.24	-5.0354	7.23e-02	164518894	Gulp1	GULP, engulfment adaptor PTB domain containing 1
ILMN_1253876	0.62916	2.45e-01	1.24	-5.0355	6.65e-02	84875508	Seh1l	SEH1-like (S. cerevisiae
ILMN_2751247	0.62916	2.45e-01	1.24	-5.0355	6.70e-02	146141213	Urm1	ubiquitin related modifier 1
ILMN_1253966	0.62916	2.45e-01	1.24	-5.0355	1.02e-01	241666425	Pfkfb2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
ILMN_2591217	0.62916	2.45e-01	-1.24	-5.0355	-4.62e-01	262118272	Rars	arginyl-tRNA synthetase
ILMN_1224516	0.62916	2.45e-01	1.24	-5.0356	2.11e-01	882939044	Slmap	sarcolemma associated protein
ILMN_2632665	0.62916	2.45e-01	1.24	-5.0356	2.58e-01	340139107	Cav1	caveolin 1, caveolae protein
ILMN_2844418	0.62916	2.45e-01	1.24	-5.0357	4.86e-02	58801437	Olfr1437	olfactory receptor 1437
ILMN_2806159	0.62916	2.45e-01	1.24	-5.0358	2.84e-01	86476080	Tmsb4x	thymosin, beta 4, X chromosome
ILMN_2932164	0.62916	2.45e-01	1.23	-5.036	6.61e-02	195927009	Notum	notum pectinacetylesterase homolog (Drosophila)
ILMN_2910653	0.62916	2.45e-01	1.23	-5.036	6.33e-02	365192556	Bmp8a	bone morphogenetic protein 8a
ILMN_1214394	0.62916	2.45e-01	-1.23	-5.0361	-2.98e-01	117938331	Sptbn1	spectrin beta, non-erythrocytic 1
ILMN_2977129	0.62916	2.45e-01	1.23	-5.0362	9.63e-02	95007005	Atp8b1	ATPase, class I, type 8B, member 1
ILMN_2464553	0.62916	2.45e-01	-1.23	-5.0362	-5.40e-02	170932527	Tnpo2	transportin 2 (importin 3, karyopherin beta 2b)
ILMN_1228783	0.62916	2.45e-01	1.23	-5.0362	7.20e-02	118129878	Hid1	HID1 domain containing
ILMN_1248860	0.62916	2.45e-01	1.23	-5.0363	9.42e-02	530678006	Dpm3	dolichyl-phosphate mannosyltransferase polypeptide 3
ILMN_2707789	0.62916	2.45e-01	1.23	-5.0364	8.29e-02	295148145	Slc1a7	solute carrier family 1 (glutamate transporter), member 7
ILMN_2983714	0.62916	2.46e-01	1.23	-5.0366	7.16e-02	229892324	Apitd1	apoptosis-inducing, TAF9-like domain 1
ILMN_2983316	0.62916	2.46e-01	1.23	-5.0366	7.17e-02	53828662	Olfr138	olfactory receptor 138
ILMN_2958159	0.6292	2.46e-01	-1.23	-5.037	-3.38e-01	158853991	Eno1	enolase 1, alpha non-neuron
ILMN_1244414	0.6292	2.46e-01	-1.23	-5.0373	-1.50e-01	118130500	Sec61a2	Sec61, alpha subunit 2 (S. cerevisiae)
ILMN_1216689	0.6292	2.46e-01	1.23	-5.0374	1.92e-01	118130287	Aplp2	amyloid beta (A4) precursor-like protein 2
ILMN_2633333	0.6292	2.46e-01	-1.23	-5.0374	-1.54e-01	557636647	Brd4	bromodomain containing 4
ILMN_3004386	0.6292	2.46e-01	-1.23	-5.0376	-5.51e-02	242332481	Fzd6	frizzled class receptor 6
ILMN_2708203	0.6292	2.46e-01	1.23	-5.0378	4.29e-01	239052130	Cdkn1c	cyclin-dependent kinase inhibitor 1C (P57)
ILMN_1229056	0.6292	2.46e-01	1.23	-5.0378	2.38e-01	118129980	Fam3c	family with sequence similarity 3, member C
ILMN_2614752	0.6292	2.46e-01	1.23	-5.0378	1.64e-01	91598889	Elovl6	ELOVL family member 6, elongation of long chain fatty acids (yeast)
ILMN_2634338	0.6292	2.46e-01	1.23	-5.0378	3.36e-01	114145570	Sptssa	serine palmitoyltransferase, small subunit A
ILMN_2933261	0.6292	2.46e-01	1.23	-5.0381	9.39e-02	162287119	Htr1f	5-hydroxytryptamine (serotonin) receptor 1F
ILMN_2856144	0.6292	2.46e-01	-1.23	-5.0381	-1.26e-01	194394152	Mtmr2	myotubularin related protein 2
ILMN_2769261	0.6292	2.46e-01	1.23	-5.0384	1.85e-01	170172543	Ercc5	excision repair cross-complementing rodent repair deficiency, complementation group 5
ILMN_2680136	0.6292	2.46e-01	1.23	-5.0386	9.89e-02	158937281	Ifi44	interferon-induced protein 44
ILMN_2706129	0.6292	2.46e-01	1.23	-5.0388	7.58e-02	38142469	Enkd1	enkurin domain containing 1
ILMN_1254531	0.6292	2.46e-01	-1.23	-5.0389	-8.28e-02	NA		
ILMN_2677046	0.6292	2.46e-01	-1.23	-5.039	-7.27e-01	10092607	Gstp1	glutathione S-transferase, pi 1
ILMN_2732585	0.6292	2.46e-01	1.23	-5.0391	6.51e-02	229892251	Lyrm2	LYR motif containing 2
ILMN_2613683	0.6292	2.46e-01	1.23	-5.0391	5.48e-02	326439038	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1
ILMN_2589893	0.6292	2.46e-01	-1.23	-5.0393	-1.45e-01	194394225	Tbrg4	transforming growth factor beta regulated gene 4
ILMN_2853739	0.6292	2.47e-01	1.23	-5.0394	5.06e-02	809281430	Nadsyn1	NAD synthetase 1
ILMN_2727318	0.6292	2.47e-01	1.23	-5.0396	1.28e-01	118129884	Pgp	phosphoglycolate phosphatase
ILMN_1212637	0.6292	2.47e-01	-1.23	-5.0396	-1.87e-01	285026448	Lman1	lectin, mannose-binding, 1
ILMN_1237236	0.6292	2.47e-01	1.23	-5.0397	6.73e-02	380862362	Kdm1b	lysine (K)-specific demethylase 1B
ILMN_1240864	0.6292	2.47e-01	1.23	-5.0398	7.41e-02	117606365	Cmpk2	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial
ILMN_1253995	0.6292	2.47e-01	1.23	-5.0399	2.49e-01	391224467	Pex2	peroxisomal biogenesis factor 2
ILMN_2651035	0.6292	2.47e-01	1.23	-5.04	5.90e-02	88900497	Kremen1	kringle containing transmembrane protein 1
ILMN_2801404	0.6292	2.47e-01	-1.23	-5.0401	-2.84e-01	141801904	Clk3	CDC-like kinase 3
ILMN_3135323	0.6292	2.47e-01	-1.23	-5.0403	-1.72e-01	546231087	Camk2g	calcium/calmodulin-dependent protein kinase II gamma
ILMN_2791059	0.6292	2.47e-01	-1.23	-5.0404	-3.44e-01	146141141	Cltb	clathrin, light polypeptide (Lcb)
ILMN_1237870	0.6292	2.47e-01	1.23	-5.0406	5.99e-02	85861216	Gabra4	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4
ILMN_2615766	0.6292	2.47e-01	1.23	-5.0407	6.43e-02	117606336	Irak1	interleukin-1 receptor-associated kinase 1
ILMN_2666297	0.6292	2.47e-01	1.23	-5.0408	9.33e-02	257467585	Map10	microtubule-associated protein 10
ILMN_1238376	0.6292	2.47e-01	1.23	-5.0408	1.96e-01	47087131	M6pr	mannose-6-phosphate receptor, cation dependent
ILMN_2666181	0.6292	2.47e-01	-1.23	-5.041	-9.47e-02	7710031	Grb14	growth factor receptor bound protein 14
ILMN_2615312	0.6292	2.47e-01	1.23	-5.041	4.42e-02	62990172	Ntn3	netrin 3
ILMN_2932964	0.6292	2.47e-01	-1.23	-5.0411	-1.58e-01	172072612	Ctps	cytidine 5'-triphosphate synthase
ILMN_1231468	0.6292	2.47e-01	1.23	-5.0412	5.75e-02	141802465	1700030J22Rik	RIKEN cDNA 1700030J22 gene
ILMN_2665063	0.6292	2.47e-01	-1.23	-5.0413	-1.27e-01	225903445	Slc11a2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2
ILMN_2616226	0.6292	2.47e-01	1.23	-5.0414	1.89e-01	253795448	Dbp	D site albumin promoter binding protein
ILMN_2708297	0.62933	2.47e-01	-1.23	-5.0417	-1.62e-01	118130562	Mtch1	mitochondrial carrier 1
ILMN_3127016	0.62938	2.47e-01	1.23	-5.0418	5.66e-02	124487070	Dgki	diacylglycerol kinase, iota
ILMN_1219153	0.62938	2.47e-01	1.23	-5.0419	7.32e-02	261245088	Lca5	Leber congenital amaurosis 5 (human)
ILMN_3103233	0.62944	2.47e-01	-1.23	-5.0423	-6.48e-02	84579918	Gng7	guanine nucleotide binding protein (G protein), gamma 7
ILMN_1247814	0.62944	2.48e-01	-1.23	-5.0423	-2.36e-01	145587103	Xrcc6	X-ray repair complementing defective repair in Chinese hamster cells 6
ILMN_2602761	0.62944	2.48e-01	1.23	-5.0426	5.89e-02	157951634	Smc3	structural maintenance of chromosomes 3
ILMN_2611676	0.62944	2.48e-01	1.23	-5.0426	1.94e-01	594542518	Ogt	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
ILMN_2693258	0.62944	2.48e-01	1.23	-5.0428	2.42e-01	70887807	Cox20	COX20 Cox2 chaperone
ILMN_2647172	0.62944	2.48e-01	-1.23	-5.043	-2.99e-01	158853988	Serhl	serine hydrolase-like
ILMN_1212703	0.62944	2.48e-01	1.23	-5.043	5.52e-02	254939644	Lyrm5	LYR motif containing 5
ILMN_2845974	0.62944	2.48e-01	-1.23	-5.0432	-2.16e-01	141803188	Rtfdc1	replication termination factor 2 domain containing 1
ILMN_2662920	0.62944	2.48e-01	1.23	-5.0432	7.68e-02	170172519	Dbt	dihydrolipoamide branched chain transacylase E2
ILMN_1239219	0.62944	2.48e-01	1.23	-5.0433	8.00e-02	7549778	Mx2	MX dynamin-like GTPase 2
ILMN_1236917	0.62944	2.48e-01	-1.23	-5.0435	-3.00e-01	227330570	Tmem59	transmembrane protein 59
ILMN_2955322	0.62944	2.48e-01	1.23	-5.0436	2.98e-01	270132344	Mtrf1	mitochondrial translational release factor 1
ILMN_2782082	0.62944	2.48e-01	1.23	-5.0437	3.18e-01	133892559	Itm2b	integral membrane protein 2B
ILMN_2749235	0.62944	2.48e-01	-1.23	-5.0437	-1.08e-01	110349735	Stk24	serine/threonine kinase 24
ILMN_2956448	0.62965	2.48e-01	-1.23	-5.0441	-8.78e-02	282400148	Creb3l2	cAMP responsive element binding protein 3-like 2
ILMN_3162407	0.62965	2.48e-01	1.23	-5.0442	2.80e-01	118130057	Zfp36	zinc finger protein 36
ILMN_2702652	0.62965	2.48e-01	1.23	-5.0446	7.95e-02	33239265	Olfr847	olfactory receptor 847
ILMN_1250531	0.62965	2.48e-01	1.23	-5.0446	1.33e-01	451172078	Slc19a2	solute carrier family 19 (thiamine transporter), member 2
ILMN_2930057	0.62965	2.48e-01	-1.23	-5.0446	-2.70e-01	73532757	Smg1	SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)
ILMN_1249765	0.62965	2.48e-01	-1.23	-5.045	-2.66e-01	141802136	Rexo2	RNA exonuclease 2
ILMN_1245330	0.62965	2.48e-01	-1.23	-5.045	-1.22e-01	268836116	Mbtps1	membrane-bound transcription factor peptidase, site 1
ILMN_1240610	0.62965	2.48e-01	1.23	-5.045	7.06e-02	298231196	Noxo1	NADPH oxidase organizer 1
ILMN_2950721	0.62965	2.48e-01	1.23	-5.0451	1.38e-01	142350660	Smim15	small integral membrane protein 15
ILMN_1245467	0.62965	2.49e-01	1.23	-5.0452	1.71e-01	281183254	Ccdc127	coiled-coil domain containing 127
ILMN_2646771	0.62965	2.49e-01	-1.23	-5.0453	-2.02e-01	597518013	Ap5s1	adaptor-related protein 5 complex, sigma 1 subunit
ILMN_2829171	0.6299	2.49e-01	-1.23	-5.046	-7.69e-02	261878595	Hnrnpf	heterogeneous nuclear ribonucleoprotein F
ILMN_3063514	0.6299	2.49e-01	-1.23	-5.046	-6.73e-02	124487020	Esco1	establishment of sister chromatid cohesion N-acetyltransferase 1
ILMN_3146224	0.6299	2.49e-01	-1.22	-5.0465	-2.54e-01	142370153	Iars2	isoleucine-tRNA synthetase 2, mitochondrial
ILMN_3131609	0.6299	2.49e-01	1.22	-5.0468	8.26e-02	142376382	Rmdn2	regulator of microtubule dynamics 2
ILMN_1230444	0.6299	2.49e-01	1.22	-5.047	6.93e-02	118130624	Txndc11	thioredoxin domain containing 11
ILMN_1220096	0.6299	2.49e-01	-1.22	-5.047	-1.28e-01	118130445	Brf1	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit
ILMN_2630827	0.6299	2.49e-01	-1.22	-5.0471	-9.12e-02	300863101	Fam63a	family with sequence similarity 63, member A
ILMN_3143920	0.6299	2.49e-01	1.22	-5.0472	7.35e-02	183583560	Prex2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2
ILMN_2843163	0.6299	2.49e-01	-1.22	-5.0473	-7.61e-02	133893231	Tspan11	tetraspanin 11
ILMN_2679770	0.6299	2.49e-01	-1.22	-5.0473	-4.39e-01	118130689	Mrpl9	mitochondrial ribosomal protein L9
ILMN_2996648	0.6299	2.49e-01	1.22	-5.0475	5.94e-02	42476177	Prl2c4	prolactin family 2, subfamily c, member 4
ILMN_1237846	0.6299	2.49e-01	1.22	-5.0475	3.68e-01	141803058	Mpc2	mitochondrial pyruvate carrier 2
ILMN_1222187	0.6299	2.49e-01	-1.22	-5.0479	-9.19e-02	551895032	Dtna	dystrobrevin alpha
ILMN_2464573	0.6299	2.49e-01	-1.22	-5.0479	-9.67e-02	142365760	Tnfrsf21	tumor necrosis factor receptor superfamily, member 21
ILMN_1237664	0.6299	2.49e-01	-1.22	-5.048	-1.52e-01	300863101	Fam63a	family with sequence similarity 63, member A
ILMN_2776952	0.6299	2.49e-01	-1.22	-5.048	-2.69e-01	326439061	Apex1	apurinic/apyrimidinic endonuclease 1
ILMN_2418494	0.6299	2.50e-01	1.22	-5.0481	6.81e-02	163914382	Zfp78	zinc finger protein 78
ILMN_3047301	0.6299	2.50e-01	-1.22	-5.0482	-1.50e-01	9790012	Aatf	apoptosis antagonizing transcription factor
ILMN_1220284	0.6299	2.50e-01	-1.22	-5.0485	-6.90e-01	291045427	Psmd7	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7
ILMN_2745036	0.6299	2.50e-01	-1.22	-5.0486	-3.08e-01	553727196	Arl2bp	ADP-ribosylation factor-like 2 binding protein
ILMN_2721809	0.6299	2.50e-01	-1.22	-5.0488	-6.74e-01	270341366	Mapk14	mitogen-activated protein kinase 14
ILMN_2737368	0.6299	2.50e-01	-1.22	-5.0489	-2.36e-01	141801480	Stab2	stabilin 2
ILMN_2789786	0.6299	2.50e-01	-1.22	-5.049	-1.48e-01	805299479	F2	coagulation factor II
ILMN_2710253	0.6299	2.50e-01	-1.22	-5.0491	-1.76e-01	239937453	Cyr61	cysteine rich protein 61
ILMN_2667842	0.6299	2.50e-01	-1.22	-5.0492	-2.58e-01	224967131	Tbrg1	transforming growth factor beta regulated gene 1
ILMN_2934399	0.6299	2.50e-01	1.22	-5.0493	8.21e-02	170172545	Wdr47	WD repeat domain 47
ILMN_1228534	0.6299	2.50e-01	-1.22	-5.0495	-1.13e-01	158508616	Fech	ferrochelatase
ILMN_2733045	0.6299	2.50e-01	1.22	-5.0496	7.54e-02	14994307	Lcn8	lipocalin 8
ILMN_2840286	0.6299	2.50e-01	1.22	-5.0497	5.66e-02	289063454	Megf10	multiple EGF-like-domains 10
ILMN_1258677	0.6299	2.50e-01	-1.22	-5.0498	-1.63e-01	269914113	Uhrf1bp1l	UHRF1 (ICBP90) binding protein 1-like
ILMN_2723755	0.6299	2.50e-01	1.22	-5.0498	6.41e-02	464397380	Dlgap4	discs, large homolog-associated protein 4 (Drosophila)
ILMN_3123657	0.6299	2.50e-01	-1.22	-5.0498	-5.37e-02	71067121	Vrk1	vaccinia related kinase 1
ILMN_1260456	0.6299	2.50e-01	1.22	-5.0499	2.71e-01	100817044	Hsd3b7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
ILMN_2610127	0.6299	2.50e-01	-1.22	-5.05	-2.01e-01	255958230	Rp9	retinitis pigmentosa 9 (human)
ILMN_1245079	0.6299	2.50e-01	1.22	-5.05	1.82e-01	158937291	Adssl1	adenylosuccinate synthetase like 1
ILMN_2959863	0.6299	2.50e-01	1.22	-5.0501	6.43e-02	226442873	Ntn4	netrin 4
ILMN_2956092	0.6299	2.50e-01	1.22	-5.0502	1.24e-01	282721086	Rassf4	Ras association (RalGDS/AF-6) domain family member 4
ILMN_3150963	0.6299	2.50e-01	1.22	-5.0503	1.27e-01	145301590	Cdv3	carnitine deficiency-associated gene expressed in ventricle 3
ILMN_2953910	0.6299	2.50e-01	-1.22	-5.0504	-9.37e-02	256985202	Dap3	death associated protein 3
ILMN_1236304	0.6299	2.50e-01	-1.22	-5.0505	-1.69e-01	14211541	Hamp	hepcidin antimicrobial peptide
ILMN_2789239	0.6299	2.50e-01	-1.22	-5.0508	-1.50e-01	229577251	Tgfbr3	transforming growth factor, beta receptor III
ILMN_1252068	0.6299	2.51e-01	-1.22	-5.051	-2.39e-01	831360269	Synj2bp	synaptojanin 2 binding protein
ILMN_2751505	0.6299	2.51e-01	-1.22	-5.0511	-5.16e-01	100913022	Brd2	bromodomain containing 2
ILMN_2659994	0.6299	2.51e-01	-1.22	-5.0511	-9.14e-02	672349279	Gdnf	glial cell line derived neurotrophic factor
ILMN_1235481	0.6299	2.51e-01	-1.22	-5.0514	-1.26e-01	928192554	Prkar1a	protein kinase, cAMP dependent regulatory, type I, alpha
ILMN_1224561	0.6299	2.51e-01	1.22	-5.0514	2.09e-01	255958315	Ube2d2a	ubiquitin-conjugating enzyme E2D 2A
ILMN_1224613	0.6299	2.51e-01	1.22	-5.0515	5.75e-02	NA		
ILMN_2975640	0.6299	2.51e-01	1.22	-5.0515	1.12e-01	142378958	Snrpg	small nuclear ribonucleoprotein polypeptide G
ILMN_2740020	0.6299	2.51e-01	-1.22	-5.0515	-1.74e-01	550544186	Mapt	microtubule-associated protein tau
ILMN_2695427	0.6299	2.51e-01	-1.22	-5.0515	-6.54e-02	255003753	Fam76a	family with sequence similarity 76, member A
ILMN_1256359	0.62996	2.51e-01	-1.22	-5.0517	-4.99e-01	295389660	Smox	spermine oxidase
ILMN_2917139	0.62996	2.51e-01	1.22	-5.0519	9.07e-02	32469512	Mkl2	MKL/myocardin-like 2
ILMN_2851218	0.62996	2.51e-01	1.22	-5.0523	8.17e-02	141801851	Krtap19-9b	keratin associated protein 19-9B
ILMN_2621596	0.62996	2.51e-01	-1.22	-5.0524	-8.09e-02	NA		
ILMN_1253062	0.62996	2.51e-01	1.22	-5.0524	8.32e-02	169234789	Insc	inscuteable homolog (Drosophila)
ILMN_2614861	0.62996	2.51e-01	-1.22	-5.0525	-8.61e-02	256574833	Ranbp6	RAN binding protein 6
ILMN_2592476	0.62996	2.51e-01	-1.22	-5.0525	-1.97e-01	117606363	Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105
ILMN_1259668	0.62996	2.51e-01	1.22	-5.0526	3.75e-01	141802860	Gm561	predicted gene 561
ILMN_2960982	0.62996	2.51e-01	-1.22	-5.0526	-2.00e-01	6755033	Pex11a	peroxisomal biogenesis factor 11 alpha
ILMN_2493874	0.63061	2.51e-01	-1.22	-5.0535	-2.24e-01	191252792	Zdhhc16	zinc finger, DHHC domain containing 16
ILMN_1253090	0.63072	2.51e-01	1.22	-5.0537	8.61e-02	31981926	Ugdh	UDP-glucose dehydrogenase
ILMN_1245913	0.63093	2.52e-01	1.22	-5.0541	7.20e-02	31560131	Pbld1	phenazine biosynthesis-like protein domain containing 1
ILMN_2790399	0.63093	2.52e-01	-1.22	-5.0542	-6.94e-02	356640185	Pan2	PAN2 poly(A) specific ribonuclease subunit
ILMN_3074985	0.63095	2.52e-01	-1.22	-5.0546	-4.68e-01	635172871	H2afz	H2A histone family, member Z
ILMN_2957036	0.63095	2.52e-01	-1.22	-5.0548	-1.05e-01	594190927	Rnf185	ring finger protein 185
ILMN_2660386	0.63095	2.52e-01	1.22	-5.0548	1.12e-01	269954710	Ttll12	tubulin tyrosine ligase-like family, member 12
ILMN_2935909	0.63095	2.52e-01	-1.22	-5.0551	-6.55e-02	270309155	Bcl2l12	BCL2-like 12 (proline rich)
ILMN_1218226	0.63095	2.52e-01	1.22	-5.0552	4.56e-02	408772015	Slc45a3	solute carrier family 45, member 3
ILMN_2810331	0.63095	2.52e-01	-1.22	-5.0553	-2.56e-01	142379827	Prpf40b	pre-mRNA processing factor 40B
ILMN_2822134	0.63095	2.52e-01	-1.22	-5.0554	-4.02e-01	171543857	Hmgcl	3-hydroxy-3-methylglutaryl-Coenzyme A lyase
ILMN_2599838	0.63095	2.52e-01	1.22	-5.0555	5.99e-02	22129032	Olfr346	olfactory receptor 346
ILMN_1223614	0.63095	2.52e-01	1.22	-5.0556	1.55e-01	555290084	Rbpms	RNA binding protein gene with multiple splicing
ILMN_1220548	0.63095	2.52e-01	-1.22	-5.0557	-3.38e-01	819231694	Lrrc41	leucine rich repeat containing 41
ILMN_3085946	0.63095	2.52e-01	1.22	-5.056	1.16e-01	999809047	Zbtb21	zinc finger and BTB domain containing 21
ILMN_1259631	0.63095	2.52e-01	1.22	-5.0563	5.91e-02	90403599	Ap2b1	adaptor-related protein complex 2, beta 1 subunit
ILMN_3133352	0.63095	2.52e-01	1.22	-5.0563	1.48e-01	101943420	Ung	uracil DNA glycosylase
ILMN_1244144	0.63095	2.52e-01	1.22	-5.0564	6.63e-02	594191020	Hs6st2	heparan sulfate 6-O-sulfotransferase 2
ILMN_3139771	0.63095	2.52e-01	-1.22	-5.0564	-1.21e-01	442734423	Crbn	cereblon
ILMN_2665715	0.63095	2.52e-01	-1.22	-5.0565	-1.58e-01	133892397	Gstt3	glutathione S-transferase, theta 3
ILMN_2640961	0.63095	2.52e-01	1.22	-5.0565	6.05e-02	157909817	Acyp1	acylphosphatase 1, erythrocyte (common) type
ILMN_1247317	0.63095	2.52e-01	-1.22	-5.0566	-2.79e-01	6753319	Cct3	chaperonin containing Tcp1, subunit 3 (gamma)
ILMN_3111421	0.63095	2.53e-01	1.22	-5.0566	1.10e-01	448261633	Dnm1l	dynamin 1-like
ILMN_2694329	0.63095	2.53e-01	-1.21	-5.0568	-7.92e-02	237874275	Hps4	Hermansky-Pudlak syndrome 4
ILMN_3125814	0.63095	2.53e-01	-1.21	-5.057	-1.47e-01	75992912	Acsl6	acyl-CoA synthetase long-chain family member 6
ILMN_2773800	0.63095	2.53e-01	1.21	-5.057	7.08e-02	994318165	Mmp17	matrix metallopeptidase 17
ILMN_3069046	0.63095	2.53e-01	-1.21	-5.0572	-4.98e-02	124487278	Kcna10	potassium voltage-gated channel, shaker-related subfamily, member 10
ILMN_2936517	0.63095	2.53e-01	-1.21	-5.0573	-1.53e-01	6680773	Bcl2l2	BCL2-like 2
ILMN_1257178	0.63095	2.53e-01	-1.21	-5.0573	-1.62e-01	146198865	Zfp367	zinc finger protein 367
ILMN_2784703	0.63095	2.53e-01	1.21	-5.0574	4.34e-02	954170006	Gm614	predicted gene 614
ILMN_2953411	0.63095	2.53e-01	-1.21	-5.0575	-4.26e-01	84794596	Ppp3r1	protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)
ILMN_2739675	0.63095	2.53e-01	1.21	-5.0575	5.51e-02	207446694	Dnd1	DND microRNA-mediated repression inhibitor 1
ILMN_2730478	0.63095	2.53e-01	-1.21	-5.0577	-9.05e-02	146198582	Pik3c3	phosphoinositide-3-kinase, class 3
ILMN_2739847	0.63095	2.53e-01	1.21	-5.0579	6.05e-02	141803352	Cyp1a2	cytochrome P450, family 1, subfamily a, polypeptide 2
ILMN_1228093	0.63095	2.53e-01	1.21	-5.0579	7.19e-02	329663174	Arhgap8	Rho GTPase activating protein 8
ILMN_2899788	0.63095	2.53e-01	-1.21	-5.058	-2.14e-01	46195799	Rgl2	ral guanine nucleotide dissociation stimulator-like 2
ILMN_2657066	0.63095	2.53e-01	-1.21	-5.0581	-9.49e-02	153945879	Ep400	E1A binding protein p400
ILMN_3132949	0.63145	2.53e-01	-1.21	-5.0588	-5.12e-02	124517692	Fbln2	fibulin 2
ILMN_3033007	0.6316	2.53e-01	-1.21	-5.0591	-1.69e-01	46560586	Rcan2	regulator of calcineurin 2
ILMN_2664579	0.63168	2.53e-01	1.21	-5.0594	8.42e-02	253683408	Ncdn	neurochondrin
ILMN_1240891	0.63168	2.54e-01	-1.21	-5.0595	-5.31e-02	118130623	Trp53rkb	transformation related protein 53 regulating kinase B
ILMN_2590605	0.63168	2.54e-01	1.21	-5.0595	8.89e-02	237681181	Fam78b	family with sequence similarity 78, member B
ILMN_2755152	0.63229	2.54e-01	-1.21	-5.0603	-2.90e-01	9789996	Letm1	leucine zipper-EF-hand containing transmembrane protein 1
ILMN_2997068	0.63266	2.54e-01	-1.21	-5.0608	-6.04e-02	952009232	Cma1	chymase 1, mast cell
ILMN_1252057	0.6327	2.54e-01	-1.21	-5.061	-3.59e-01	371122517	Fbxo31	F-box protein 31
ILMN_3159156	0.63276	2.54e-01	-1.21	-5.0612	-1.84e-01	240120162	Strn4	striatin, calmodulin binding protein 4
ILMN_2731113	0.63283	2.54e-01	1.21	-5.0615	6.93e-02	158508488	Evx1	even-skipped homeobox 1
ILMN_2760671	0.63283	2.54e-01	1.21	-5.0615	2.34e-01	146198655	D030056L22Rik	RIKEN cDNA D030056L22 gene
ILMN_2740622	0.63283	2.54e-01	1.21	-5.0617	1.67e-01	145966716	Ogn	osteoglycin
ILMN_2620131	0.63283	2.54e-01	1.21	-5.0617	7.49e-02	268370234	Fam45a	family with sequence similarity 45, member A
ILMN_2963017	0.63297	2.54e-01	1.21	-5.062	6.26e-02	87196344	8030462N17Rik	RIKEN cDNA 8030462N17 gene
ILMN_2821263	0.63313	2.55e-01	1.21	-5.0623	5.22e-02	21040232	Eps8l2	EPS8-like 2
ILMN_2651076	0.63322	2.55e-01	-1.21	-5.0627	-1.39e-01	547235191	Shisa5	shisa family member 5
ILMN_2792924	0.63322	2.55e-01	1.21	-5.0627	1.72e-01	118130626	Gstk1	glutathione S-transferase kappa 1
ILMN_3145331	0.63322	2.55e-01	-1.21	-5.0628	-1.36e-01	298358611	Tmsb10	thymosin, beta 10
ILMN_2930067	0.63324	2.55e-01	-1.21	-5.063	-4.85e-01	256542308	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon
ILMN_2744459	0.63324	2.55e-01	-1.21	-5.063	-1.22e-01	255003747	Alg3	asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)
ILMN_2659578	0.63324	2.55e-01	1.21	-5.0633	6.97e-02	141803482	Gpr132	G protein-coupled receptor 132
ILMN_2659467	0.63324	2.55e-01	1.21	-5.0634	1.09e-01	675294840	Pitpnb	phosphatidylinositol transfer protein, beta
ILMN_3033533	0.63324	2.55e-01	-1.21	-5.0635	-2.69e-01	156255170	Add1	adducin 1 (alpha)
