ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_2979449	0.70082	2.51e-01	-1.2198658	-5.35438	-0.06515382	89994746	Pcdhb20	protocadherin beta 20
ILMN_3144575	0.70082	2.51e-01	1.2198209	-5.35443	0.27247237	110735427	Itgb4	integrin beta 4
ILMN_2416928	0.70086	2.51e-01	-1.2195298	-5.35475	-0.09938765	164664514	Tshr	thyroid stimulating hormone receptor
ILMN_2894943	0.70086	2.51e-01	1.2195212	-5.35476	0.15708337	256000771	Gga1	golgi associated, gamma adaptin ear containing, ARF binding protein 1
ILMN_3071515	0.7011	2.51e-01	-1.2191617	-5.35516	-0.06465996	125628666	Acbd4	acyl-Coenzyme A binding domain containing 4
ILMN_2705166	0.70146	2.51e-01	1.2186521	-5.35572	0.14570649	357430775	St6gal1	beta galactoside alpha 2,6 sialyltransferase 1
ILMN_1220417	0.70146	2.51e-01	1.2183909	-5.356	0.12460597	146260274	Phykpl	5-phosphohydroxy-L-lysine phospholyase
ILMN_2651190	0.70146	2.51e-01	1.2183877	-5.35601	0.34567479	255958290	Gosr2	golgi SNAP receptor complex member 2
ILMN_2901626	0.70146	2.51e-01	1.2181726	-5.35624	0.42984418	142365760	Tnfrsf21	tumor necrosis factor receptor superfamily, member 21
ILMN_2704826	0.70146	2.51e-01	1.2181722	-5.35624	0.47230441	142366266	Acaa2	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)
ILMN_2708303	0.7015	2.51e-01	1.2179546	-5.35648	1.05128643	440309860	Actn3	actinin alpha 3
ILMN_2925974	0.7015	2.51e-01	-1.2178105	-5.35664	-0.12396424	169808384	Zcchc8	zinc finger, CCHC domain containing 8
ILMN_2664129	0.7015	2.51e-01	1.2175781	-5.35689	0.66974408	588480522	Hist1h4h	histone cluster 1, H4h
ILMN_2794796	0.7015	2.52e-01	1.2173251	-5.35717	0.06270827	22507328	E2f4	E2F transcription factor 4
ILMN_2755668	0.7015	2.52e-01	-1.2172976	-5.3572	-0.06445622	158635999	Apbb1ip	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein
ILMN_1227712	0.7015	2.52e-01	1.2170647	-5.35746	0.14059237	19527373	Wdr74	WD repeat domain 74
ILMN_2752327	0.7015	2.52e-01	1.2170221	-5.3575	0.13883087	139948619	Pank3	pantothenate kinase 3
ILMN_3051252	0.7015	2.52e-01	-1.2169351	-5.3576	-0.0880324	124487244	Fam206a	family with sequence similarity 206, member A
ILMN_2870487	0.7015	2.52e-01	1.216764	-5.35779	0.12853215	25141333	Cpne2	copine II
ILMN_2898403	0.7015	2.52e-01	1.2167624	-5.35779	0.17288113	283135185	Coq6	coenzyme Q6 monooxygenase
ILMN_1227401	0.7015	2.52e-01	-1.2163874	-5.3582	-0.07140428	189339271	Baz1a	bromodomain adjacent to zinc finger domain 1A
ILMN_2689728	0.7015	2.52e-01	-1.2161668	-5.35844	-0.09771108	510936988	Rab18	RAB18, member RAS oncogene family
ILMN_2607253	0.7015	2.52e-01	-1.2157761	-5.35887	-0.07320872	224994259	Rpsa	ribosomal protein SA
ILMN_2762255	0.7015	2.52e-01	1.2155972	-5.35907	0.56497964	161086983	Ap2s1	adaptor-related protein complex 2, sigma 1 subunit
ILMN_2666272	0.7015	2.52e-01	1.2154114	-5.35927	0.21796164	255683364	Hemk1	HemK methyltransferase family member 1
ILMN_1238119	0.7015	2.52e-01	1.2152461	-5.35945	0.05905648	485836999	Itgav	integrin alpha V
ILMN_2732281	0.7015	2.52e-01	1.2151891	-5.35951	0.06675938	141802109	Ndufab1	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1
ILMN_1220275	0.7015	2.52e-01	-1.215139	-5.35957	-0.20948628	157817519	Nrg4	neuregulin 4
ILMN_3078499	0.7015	2.52e-01	-1.2150995	-5.35961	-0.08020311	326368228	Recql4	RecQ protein-like 4
ILMN_2989257	0.7015	2.52e-01	1.2150148	-5.3597	0.45197217	269954676	Qars	glutaminyl-tRNA synthetase
ILMN_2644936	0.7015	2.52e-01	1.2150033	-5.35972	0.0704377	22122612	Habp2	hyaluronic acid binding protein 2
ILMN_2721919	0.7015	2.52e-01	1.2149856	-5.35974	0.24286902	22122750	Zfp768	zinc finger protein 768
ILMN_1224079	0.7015	2.52e-01	1.2147513	-5.35999	0.42094631	119672922	Wfs1	Wolfram syndrome 1 homolog (human)
ILMN_2626235	0.7015	2.52e-01	-1.2147068	-5.36004	-0.15211079	343478165	Lgals4	lectin, galactose binding, soluble 4
ILMN_2716968	0.7015	2.53e-01	-1.214601	-5.36016	-0.17753966	323510616	C1qtnf9	C1q and tumor necrosis factor related protein 9
ILMN_2711401	0.7015	2.53e-01	1.2145932	-5.36017	0.10428354	606215135	Anapc15	anaphase prompoting complex C subunit 15
ILMN_1250882	0.7015	2.53e-01	-1.2145703	-5.36019	-0.19325648	890769073	Lias	lipoic acid synthetase
ILMN_2502996	0.7015	2.53e-01	-1.2145695	-5.36019	-0.04587018	270309139	Tpr	translocated promoter region, nuclear basket protein
ILMN_3088269	0.70155	2.53e-01	-1.2142777	-5.36051	-0.13216435	56549089	Gimap8	GTPase, IMAP family member 8
ILMN_1244642	0.70155	2.53e-01	-1.2142225	-5.36057	-0.13978887	171906602	Ccdc53	coiled-coil domain containing 53
ILMN_1255063	0.70155	2.53e-01	1.2140699	-5.36074	0.08731202	255003772	Ece1	endothelin converting enzyme 1
ILMN_2656631	0.70155	2.53e-01	1.2137794	-5.36106	0.06818781	349732247	Gtf2ird1	general transcription factor II I repeat domain-containing 1
ILMN_3139818	0.70155	2.53e-01	1.2135767	-5.36128	0.18370968	281604097	Sbf1	SET binding factor 1
ILMN_2709935	0.70155	2.53e-01	-1.2135672	-5.36129	-0.11295952	547235459	Syncrip	synaptotagmin binding, cytoplasmic RNA interacting protein
ILMN_2760514	0.70155	2.53e-01	1.2134256	-5.36145	0.21295437	295444833	Agps	alkylglycerone phosphate synthase
ILMN_1243908	0.70155	2.53e-01	-1.2133913	-5.36148	-0.06186486	357197143	Sh3gl1	SH3-domain GRB2-like 1
ILMN_3115149	0.70155	2.53e-01	-1.2133777	-5.3615	-0.06587323	116686107	Spire1	spire homolog 1 (Drosophila)
ILMN_1260033	0.70161	2.53e-01	-1.213192	-5.3617	-0.17153224	158508694	Map1lc3b	microtubule-associated protein 1 light chain 3 beta
ILMN_3084954	0.70162	2.53e-01	1.2129008	-5.36202	0.1169833	NA		
ILMN_2605703	0.70162	2.53e-01	1.2125495	-5.3624	0.16645962	142360157	Ufsp1	UFM1-specific peptidase 1
ILMN_2727992	0.70162	2.53e-01	-1.2125334	-5.36242	-0.3294152	141803237	Mrpl42	mitochondrial ribosomal protein L42
ILMN_2783940	0.70162	2.53e-01	-1.2124171	-5.36255	-0.05924774	575501672	Atxn7l2	ataxin 7-like 2
ILMN_1225666	0.70162	2.53e-01	-1.212259	-5.36272	-0.23279422	157266301	Med7	mediator complex subunit 7
ILMN_2703099	0.70162	2.53e-01	1.2120251	-5.36298	0.30321594	142376112	Ipo4	importin 4
ILMN_2667352	0.70162	2.54e-01	-1.2118457	-5.36317	-0.1490992	165932330	Glo1	glyoxalase 1
ILMN_2731228	0.70162	2.54e-01	-1.2117694	-5.36326	-0.07568676	165905592	2610301B20Rik	RIKEN cDNA 2610301B20 gene
ILMN_2756943	0.70162	2.54e-01	-1.2116898	-5.36334	-0.10885718	133892957	Sdc1	syndecan 1
ILMN_3160174	0.70162	2.54e-01	-1.2116129	-5.36343	-0.07318238	156523272	Nrp	neural regeneration protein
ILMN_1259339	0.70162	2.54e-01	-1.2115046	-5.36355	-0.0655674	40254597	Cdk5r1	cyclin-dependent kinase 5, regulatory subunit 1 (p35)
ILMN_1242246	0.70162	2.54e-01	-1.2113649	-5.3637	-0.08261141	674781091	Scamp5	secretory carrier membrane protein 5
ILMN_2839134	0.70162	2.54e-01	1.2113546	-5.36371	0.38963789	34328359	Rhot2	ras homolog family member T2
ILMN_1255175	0.70162	2.54e-01	1.2111747	-5.36391	0.06942496	227908789	Unc45a	unc-45 myosin chaperone A
ILMN_1215862	0.70162	2.54e-01	-1.2109935	-5.36411	-0.23507739	162287427	Cxcl9	chemokine (C-X-C motif) ligand 9
ILMN_1259606	0.70162	2.54e-01	-1.2107966	-5.36432	-0.11731201	167830468	Abhd18	abhydrolase domain containing 18
ILMN_1227559	0.70162	2.54e-01	1.2106183	-5.36452	0.13716056	326537273	Jam2	junction adhesion molecule 2
ILMN_2741402	0.70162	2.54e-01	1.2105347	-5.36461	0.31057548	118130092	Sspn	sarcospan
ILMN_3153614	0.70162	2.54e-01	1.2105099	-5.36463	0.10656654	117647262	Tmem70	transmembrane protein 70
ILMN_3106203	0.70162	2.54e-01	-1.2104868	-5.36466	-0.15555995	122939193	Clta	clathrin, light polypeptide (Lca)
ILMN_1229019	0.70162	2.54e-01	1.2103289	-5.36483	0.05809239	553727077	Fbxo44	F-box protein 44
ILMN_1254531	0.70162	2.54e-01	1.2103115	-5.36485	0.0804779	NA		
ILMN_2851455	0.70162	2.54e-01	1.2101494	-5.36503	0.08513595	62510084	Trp53rka	transformation related protein 53 regulating kinase A
ILMN_3138922	0.70162	2.54e-01	-1.2101441	-5.36503	-0.18212594	556503363	Ghr	growth hormone receptor
ILMN_2699803	0.70199	2.54e-01	-1.2096496	-5.36557	-0.08294688	NA		
ILMN_3121687	0.70234	2.55e-01	-1.2091794	-5.36609	-0.26692351	325995131	1700029P11Rik	RIKEN cDNA 1700029P11 gene
ILMN_2837447	0.70239	2.55e-01	-1.2090045	-5.36628	-0.08373549	22165367	Sec14l4	SEC14-like lipid binding 4
ILMN_2918987	0.70265	2.55e-01	-1.2086196	-5.3667	-0.16393168	890769073	Lias	lipoic acid synthetase
ILMN_2702767	0.70265	2.55e-01	1.2084911	-5.36684	0.08480542	225543513	Slc35a1	solute carrier family 35 (CMP-sialic acid transporter), member 1
ILMN_1238246	0.70269	2.55e-01	1.2079724	-5.3674	0.12522803	227330589	Ufl1	UFM1 specific ligase 1
ILMN_2667829	0.70269	2.55e-01	1.2077897	-5.3676	0.18220007	118130636	Prkcq	protein kinase C, theta
ILMN_2890515	0.70269	2.55e-01	-1.2077614	-5.36763	-0.05008269	595582105	Nsg2	neuron specific gene family member 2
ILMN_2890496	0.70269	2.55e-01	-1.2076454	-5.36776	-0.17631338	86439976	Rbbp9	retinoblastoma binding protein 9
ILMN_2985579	0.70269	2.55e-01	1.2076399	-5.36777	0.21308271	90093342	Armt1	acidic residue methyltransferase 1
ILMN_2833378	0.70269	2.55e-01	1.2075723	-5.36784	0.60474619	483968031	Prkaca	protein kinase, cAMP dependent, catalytic, alpha
ILMN_2666864	0.70269	2.55e-01	-1.2075033	-5.36792	-0.36366485	36031131	Atp2a1	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1
ILMN_2939295	0.70269	2.55e-01	1.2074402	-5.36799	0.67937595	253735729	Fis1	fission, mitochondrial 1
ILMN_2937735	0.70272	2.55e-01	1.2072875	-5.36815	0.13639389	165905628	Irak2	interleukin-1 receptor-associated kinase 2
ILMN_3112922	0.7029	2.55e-01	1.2069856	-5.36848	0.53208648	118136294	Hdac5	histone deacetylase 5
ILMN_1225277	0.70297	2.55e-01	-1.2067848	-5.3687	-0.0554536	162287119	Htr1f	5-hydroxytryptamine (serotonin) receptor 1F
ILMN_2674575	0.70298	2.55e-01	-1.2065614	-5.36894	-0.4164884	31982654	Mmd	monocyte to macrophage differentiation-associated
ILMN_2493874	0.70298	2.55e-01	1.2065293	-5.36898	0.22371433	191252792	Zdhhc16	zinc finger, DHHC domain containing 16
ILMN_2502596	0.70304	2.56e-01	-1.2063057	-5.36922	-0.05526821	57527869	Nmnat1	nicotinamide nucleotide adenylyltransferase 1
ILMN_2663694	0.70304	2.56e-01	-1.2060796	-5.36947	-0.29169479	281485614	Ndufs4	NADH dehydrogenase (ubiquinone) Fe-S protein 4
ILMN_2661650	0.70304	2.56e-01	1.205911	-5.36965	0.06333892	326368218	Reep6	receptor accessory protein 6
ILMN_1253601	0.70304	2.56e-01	-1.2057037	-5.36988	-0.47293342	21313519	Aacs	acetoacetyl-CoA synthetase
ILMN_1215096	0.70304	2.56e-01	-1.2056445	-5.36994	-0.10895768	554790248	Entpd5	ectonucleoside triphosphate diphosphohydrolase 5
ILMN_2990229	0.70304	2.56e-01	-1.2056002	-5.36999	-0.18667391	262118250	Snrnp25	small nuclear ribonucleoprotein 25 (U11/U12)
ILMN_2635633	0.70304	2.56e-01	-1.2055861	-5.37001	-0.14987759	227430366	Smu1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)
ILMN_1232532	0.70312	2.56e-01	1.2053313	-5.37028	0.07702894	894216205	Rnf220	ring finger protein 220
ILMN_2674720	0.70312	2.56e-01	-1.2051956	-5.37043	-0.26089626	146134999	Ptges3	prostaglandin E synthase 3 (cytosolic)
ILMN_3037645	0.70312	2.56e-01	-1.205126	-5.37051	-0.08027696	98985811	Peg10	paternally expressed 10
ILMN_2771074	0.70335	2.56e-01	-1.2047345	-5.37093	-0.23686993	557440822	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1
ILMN_1244297	0.70335	2.56e-01	-1.2045327	-5.37115	-0.07627009	119709811	Edem1	ER degradation enhancer, mannosidase alpha-like 1
ILMN_1213941	0.70335	2.56e-01	1.2045273	-5.37116	0.17574156	118130704	Myf6	myogenic factor 6
ILMN_1250519	0.70369	2.56e-01	-1.2038622	-5.37188	-0.0951674	22129304	Olfr508	olfactory receptor 508
ILMN_3114377	0.70369	2.57e-01	-1.2037137	-5.37205	-0.07346981	415700403	Dnmt3b	DNA methyltransferase 3B
ILMN_2775891	0.70369	2.57e-01	-1.2036754	-5.37209	-0.17492165	118129818	Ilf2	interleukin enhancer binding factor 2
ILMN_2798993	0.70369	2.57e-01	-1.2036121	-5.37216	-0.31014928	254553266	Nr1d2	nuclear receptor subfamily 1, group D, member 2
ILMN_2612564	0.70369	2.57e-01	1.203359	-5.37243	0.09369099	56790941	Diexf	digestive organ expansion factor homolog (zebrafish)
ILMN_2588911	0.70369	2.57e-01	-1.203216	-5.37259	-0.08127609	93102420	Map3k4	mitogen-activated protein kinase kinase kinase 4
ILMN_2747519	0.70369	2.57e-01	-1.2031573	-5.37265	-0.06861802	33239133	Olfr1459	olfactory receptor 1459
ILMN_2701778	0.70369	2.57e-01	1.2028499	-5.37298	0.15649048	225703034	Itga11	integrin alpha 11
ILMN_2682223	0.70369	2.57e-01	-1.202814	-5.37302	-0.07550964	156231024	Slc2a9	solute carrier family 2 (facilitated glucose transporter), member 9
ILMN_2994108	0.70369	2.57e-01	1.2027409	-5.3731	0.39678293	254939628	Spsb3	splA/ryanodine receptor domain and SOCS box containing 3
ILMN_1234614	0.70369	2.57e-01	-1.20273	-5.37312	-0.09157864	924183048	Prps2	phosphoribosyl pyrophosphate synthetase 2
ILMN_2873988	0.70369	2.57e-01	-1.2026747	-5.37318	-0.07713552	257196210	Rtp4	receptor transporter protein 4
ILMN_1231553	0.70408	2.57e-01	1.2021144	-5.37378	0.29129173	170014719	Bdh1	3-hydroxybutyrate dehydrogenase, type 1
ILMN_2690873	0.70408	2.57e-01	1.2019888	-5.37392	0.41896054	121674792	Rnps1	ribonucleic acid binding protein S1
ILMN_2912111	0.70408	2.57e-01	1.2018428	-5.37408	0.13380382	110681697	Zfp930	zinc finger protein 930
ILMN_2985913	0.70408	2.57e-01	-1.2016247	-5.37432	-0.08765362	283436120	Adam29	a disintegrin and metallopeptidase domain 29
ILMN_2733356	0.70408	2.57e-01	-1.2014888	-5.37446	-0.1901389	160333728	Endod1	endonuclease domain containing 1
ILMN_3072676	0.70408	2.57e-01	-1.2012737	-5.3747	-0.10138536	71834682	Ankrd12	ankyrin repeat domain 12
ILMN_1242188	0.70408	2.58e-01	-1.2011052	-5.37488	-0.06427158	213513224	Nkain4	Na+/K+ transporting ATPase interacting 4
ILMN_1254669	0.70408	2.58e-01	-1.2010209	-5.37497	-0.32941157	226958372	Sypl	synaptophysin-like protein
ILMN_2820260	0.70408	2.58e-01	-1.2009495	-5.37505	-0.13383816	31541912	Wdr77	WD repeat domain 77
ILMN_2912170	0.70408	2.58e-01	1.2008816	-5.37512	0.12582374	269784753	Trmt2b	TRM2 tRNA methyltransferase 2B
ILMN_2666526	0.70408	2.58e-01	1.200814	-5.3752	0.0655406	40254572	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A
ILMN_2599719	0.70408	2.58e-01	-1.2007741	-5.37524	-0.20570029	312596930	Slc44a2	solute carrier family 44, member 2
ILMN_1216021	0.70408	2.58e-01	1.2006415	-5.37539	0.06716931	803378397	Ttyh1	tweety family member 1
ILMN_2925008	0.70408	2.58e-01	-1.2005202	-5.37552	-0.05171069	215598907	Sft2d2	SFT2 domain containing 2
ILMN_1252068	0.70408	2.58e-01	1.2003345	-5.37572	0.23891945	831360269	Synj2bp	synaptojanin 2 binding protein
ILMN_2961282	0.70408	2.58e-01	-1.1999868	-5.3761	-0.06669899	148287020	Slitrk1	SLIT and NTRK-like family, member 1
ILMN_2920676	0.70408	2.58e-01	-1.1999642	-5.37612	-0.06018449	197100625	Rfesd	Rieske (Fe-S) domain containing
ILMN_2671259	0.70408	2.58e-01	1.1996558	-5.37646	0.26679002	118129791	Eif3b	eukaryotic translation initiation factor 3, subunit B
ILMN_2596441	0.70408	2.58e-01	-1.1993899	-5.37674	-0.08667171	9910401	Magea5	melanoma antigen, family A, 5
ILMN_2918509	0.70408	2.58e-01	-1.1991062	-5.37705	-0.0483249	NA		
ILMN_1244619	0.70408	2.58e-01	-1.198531	-5.37768	-0.06891724	165972304	Stxbp1	syntaxin binding protein 1
ILMN_1224781	0.70408	2.58e-01	1.1984636	-5.37775	0.76025017	924182586	Ndufs2	NADH dehydrogenase (ubiquinone) Fe-S protein 2
ILMN_2913980	0.70408	2.59e-01	-1.1983887	-5.37783	-0.06992553	253970462	Fn3krp	fructosamine 3 kinase related protein
ILMN_1256019	0.70408	2.59e-01	1.1982528	-5.37798	0.41506727	425854813	Acadm	acyl-Coenzyme A dehydrogenase, medium chain
ILMN_1231573	0.70408	2.59e-01	-1.1981034	-5.37814	-0.09994062	114158674	Serpinb1a	serine (or cysteine) peptidase inhibitor, clade B, member 1a
ILMN_2463181	0.70408	2.59e-01	1.1978886	-5.37837	0.07520472	313851063	Tnc	tenascin C
ILMN_2600309	0.70408	2.59e-01	1.1978372	-5.37843	0.41302721	148539987	Spg7	spastic paraplegia 7 homolog (human)
ILMN_1260441	0.70408	2.59e-01	-1.1976966	-5.37858	-0.19658799	530678009	2610044O15Rik8	RIKEN cDNA 2610044O15 gene
ILMN_2727857	0.70408	2.59e-01	-1.1976554	-5.37863	-0.05796121	373432625	Kcna2	potassium voltage-gated channel, shaker-related subfamily, member 2
ILMN_1213617	0.70408	2.59e-01	1.1976402	-5.37864	0.06652172	443287652	Ctsa	cathepsin A
ILMN_1216382	0.70408	2.59e-01	-1.1975375	-5.37875	-0.09354813	110347486	Aco1	aconitase 1
ILMN_1221981	0.70408	2.59e-01	-1.19741	-5.37889	-0.20916412	85677503	Diablo	diablo, IAP-binding mitochondrial protein
ILMN_3150233	0.70408	2.59e-01	-1.1971049	-5.37922	-0.10469831	557948086	Abca3	ATP-binding cassette, sub-family A (ABC1), member 3
ILMN_2761082	0.70408	2.59e-01	-1.197002	-5.37933	-0.06522512	936976564	Adamts1	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1
ILMN_2630772	0.70408	2.59e-01	-1.1968549	-5.37949	-0.15380367	260447085	Tceal5	transcription elongation factor A (SII)-like 5
ILMN_2722414	0.70408	2.59e-01	-1.1967739	-5.37958	-0.07732236	227496828	9230104L09Rik	RIKEN cDNA 9230104L09 gene
ILMN_2626143	0.70408	2.59e-01	-1.1967432	-5.37961	-0.13861415	118130568	Phpt1	phosphohistidine phosphatase 1
ILMN_2655373	0.70408	2.59e-01	1.1966572	-5.37971	0.07545971	575501697	St6galnac6	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6
ILMN_2880067	0.70408	2.59e-01	-1.1966232	-5.37974	-0.20223662	133893199	Ndufa8	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8
ILMN_1252308	0.70408	2.59e-01	-1.1966105	-5.37976	-0.10161704	253795507	Rnf20	ring finger protein 20
ILMN_1236304	0.70408	2.59e-01	-1.1965073	-5.37987	-0.08811055	14211541	Hamp	hepcidin antimicrobial peptide
ILMN_2683794	0.70408	2.59e-01	1.1964855	-5.37989	0.47520998	161377462	Oaz2	ornithine decarboxylase antizyme 2
ILMN_1213101	0.70408	2.59e-01	-1.1963438	-5.38005	-0.06877465	133892265	Lig1	ligase I, DNA, ATP-dependent
ILMN_2957968	0.70408	2.59e-01	1.1963392	-5.38005	0.15163221	167736379	Cyb5d2	cytochrome b5 domain containing 2
ILMN_2725082	0.70408	2.59e-01	-1.1961146	-5.3803	-0.08369936	295424150	Phka2	phosphorylase kinase alpha 2
ILMN_2596907	0.70408	2.59e-01	1.1959615	-5.38046	0.08109253	226958535	Ppp2r5d	protein phosphatase 2, regulatory subunit B', delta
ILMN_3009260	0.70408	2.59e-01	-1.1959556	-5.38047	-0.15544379	167004226	Coq2	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase
ILMN_1236560	0.70408	2.59e-01	-1.1959305	-5.38049	-0.05418753	226958565	Gtf2a1	general transcription factor II A, 1
ILMN_3124787	0.70408	2.59e-01	1.1958908	-5.38054	0.05358514	262263439	Tmem47	transmembrane protein 47
ILMN_1257332	0.70408	2.59e-01	1.1958143	-5.38062	0.19347318	213688391	Mkks	McKusick-Kaufman syndrome
ILMN_3114124	0.70408	2.59e-01	-1.1957951	-5.38064	-0.18374309	100817044	Hsd3b7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
ILMN_2825446	0.70408	2.60e-01	-1.1954892	-5.38097	-0.08343074	530354659	Sdcbp2	syndecan binding protein (syntenin) 2
ILMN_1249158	0.70408	2.60e-01	-1.1954828	-5.38098	-0.19410921	161016823	Nfs1	nitrogen fixation gene 1 (S. cerevisiae)
ILMN_1243900	0.70408	2.60e-01	-1.1953599	-5.38111	-0.08422006	37537521	Eppk1	epiplakin 1
ILMN_3162174	0.70408	2.60e-01	-1.195253	-5.38123	-0.27472856	358439477	Immt	inner membrane protein, mitochondrial
ILMN_2619380	0.70408	2.60e-01	1.1950547	-5.38144	0.05289505	133892390	Nckipsd	NCK interacting protein with SH3 domain
ILMN_2757617	0.70408	2.60e-01	-1.1948866	-5.38162	-0.0868168	659667963	Il1rl1	interleukin 1 receptor-like 1
ILMN_2822053	0.70408	2.60e-01	1.1948709	-5.38164	0.12511975	133892174	Stx4a	syntaxin 4A (placental)
ILMN_1246359	0.70408	2.60e-01	-1.1947981	-5.38172	-0.0724232	577019477	Pus7	pseudouridylate synthase 7
ILMN_2831436	0.70408	2.60e-01	1.1947838	-5.38174	0.06806949	148747157	Fcrls	Fc receptor-like S, scavenger receptor
ILMN_2711754	0.70409	2.60e-01	-1.1946032	-5.38193	-0.06673843	612407778	Foxred1	FAD-dependent oxidoreductase domain containing 1
ILMN_2703585	0.70409	2.60e-01	1.1945232	-5.38202	0.46322469	160298167	Gbas	glioblastoma amplified sequence
ILMN_3149143	0.70414	2.60e-01	-1.1942504	-5.38231	-0.12251428	554506539	Entpd5	ectonucleoside triphosphate diphosphohydrolase 5
ILMN_2588610	0.70414	2.60e-01	1.1941583	-5.38241	0.17780031	225579036	Chmp7	charged multivesicular body protein 7
ILMN_2427560	0.70414	2.60e-01	1.1941007	-5.38248	0.11886177	741866084	Traf6	TNF receptor-associated factor 6
ILMN_2834777	0.70428	2.60e-01	-1.1938394	-5.38276	-0.18588231	226874836	Irf1	interferon regulatory factor 1
ILMN_3058014	0.70443	2.60e-01	1.1934799	-5.38315	0.06811307	557636697	Pknox2	Pbx/knotted 1 homeobox 2
ILMN_3028493	0.70443	2.60e-01	-1.1934417	-5.38319	-0.08446707	NA		
ILMN_1249426	0.70449	2.61e-01	1.1929639	-5.3837	0.06161269	49355821	Socs4	suppressor of cytokine signaling 4
ILMN_2606579	0.70449	2.61e-01	1.19296	-5.38371	0.92838518	226342958	Tecr	trans-2,3-enoyl-CoA reductase
ILMN_1232667	0.70449	2.61e-01	1.192926	-5.38375	0.6976498	13507625	Ifitm2	interferon induced transmembrane protein 2
ILMN_2511355	0.70449	2.61e-01	1.1928852	-5.38379	0.09758398	411147442	Trim2	tripartite motif-containing 2
ILMN_1258696	0.70449	2.61e-01	-1.1926965	-5.38399	-0.07529193	147906510	Dhtkd1	dehydrogenase E1 and transketolase domain containing 1
ILMN_1240839	0.70449	2.61e-01	1.1925886	-5.38411	0.07494695	142388699	Golt1a	golgi transport 1A
ILMN_1258219	0.70449	2.61e-01	-1.192474	-5.38423	-0.05816732	257196227	Maob	monoamine oxidase B
ILMN_2522155	0.70449	2.61e-01	-1.1923878	-5.38433	-0.06143225	68989250	Ttyh2	tweety family member 2
ILMN_2748966	0.70454	2.61e-01	1.1922129	-5.38452	0.34243802	225637539	Tgfb3	transforming growth factor, beta 3
ILMN_2491462	0.70473	2.61e-01	-1.1917647	-5.385	-0.10299287	118130804	Peli2	pellino 2
ILMN_1214937	0.70473	2.61e-01	-1.1917493	-5.38502	-0.33996873	58331151	Mrps33	mitochondrial ribosomal protein S33
ILMN_2630182	0.70473	2.61e-01	1.1916553	-5.38512	0.15200514	166235164	Syp	synaptophysin
ILMN_1215127	0.70505	2.61e-01	1.1911026	-5.38572	0.1123327	142356125	Plpp7	phospholipid phosphatase 7 (inactive)
ILMN_2619836	0.70505	2.61e-01	-1.191002	-5.38582	-0.27874505	124286871	2310039H08Rik	RIKEN cDNA 2310039H08 gene
ILMN_2692270	0.70505	2.61e-01	-1.1909614	-5.38587	-0.06204425	323637456	Tead3	TEA domain family member 3
ILMN_1237964	0.70506	2.61e-01	1.1905932	-5.38627	0.07815873	575501529	Sh3yl1	Sh3 domain YSC-like 1
ILMN_2751680	0.70506	2.61e-01	-1.1904969	-5.38637	-0.08571339	236465684	Nr5a2	nuclear receptor subfamily 5, group A, member 2
ILMN_2650106	0.70506	2.62e-01	1.1903763	-5.3865	0.47909008	298358888	Coa5	cytochrome C oxidase assembly factor 5
ILMN_3143920	0.70506	2.62e-01	-1.1901107	-5.38679	-0.07489901	183583560	Prex2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2
ILMN_2934534	0.70506	2.62e-01	-1.1901005	-5.3868	-0.1502675	359718919	Prpf19	pre-mRNA processing factor 19
ILMN_2846026	0.70506	2.62e-01	-1.190005	-5.3869	-0.08056269	89242161	Rhox4d	reproductive homeobox 4D
ILMN_3057521	0.70506	2.62e-01	-1.1899875	-5.38692	-0.0554391	551894288	Trim3	tripartite motif-containing 3
ILMN_3000108	0.70506	2.62e-01	-1.1899124	-5.387	-0.20495608	300797579	Lsm6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated
ILMN_2914884	0.70506	2.62e-01	-1.1897557	-5.38717	-0.25029412	10092670	Tmem9b	TMEM9 domain family, member B
ILMN_1245461	0.70506	2.62e-01	-1.1897145	-5.38721	-0.05660873	356640185	Pan2	PAN2 poly(A) specific ribonuclease subunit
ILMN_2519313	0.70506	2.62e-01	-1.1895913	-5.38735	-0.31769718	194440680	Tmod4	tropomodulin 4
